الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال
وزارة البلديات والإسكان,"19 March, 2025",صيانة مبنى البلدية ,0.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة التكييف لمبنى البلدية ,0.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة وسائل السلامة المرورية - بلدية الصرار,99590.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"19 March, 2025",تعبئة اسطوانات غاز الأرجون الدرجة الخامسة معبأ في اسطوانة سعة 40 لتر تحت ضغط 150 بار 99.999 بحجم غاز 6 متر مكعب,22080.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"19 March, 2025",توريد وتركيب مضخة تفريغ جهاز البلازما الحثية ومطياف الكتلة ICP-MS ,29453.8
وزارة البلديات والإسكان,"19 March, 2025",صيانة وإصلاح معدات البلدية ,96289.5
وزارة الطاقة والصناعة والثروة المعدنية,"19 March, 2025",برمجة مولد كهربائي وتحويل الجهد من 380 إلى 220 فولت ,5000.2
وزارة البلديات والإسكان,"19 March, 2025",تأمين أدوات كهربائية ,98405.5
وزارة الصحة,"19 March, 2025",DIAMOND BURR 9 CM 40MM,30750.0
وزارة البلديات والإسكان,"19 March, 2025",توريد وعمل حاضنات متنقلة ,0.0
وزارة البلديات والإسكان,"19 March, 2025",عملية تجهيز مظاهر الاحتفاء بمناسبة عيد الفطر المبارك لعام 1446هـ ,73830.0
وزارة السياحة,"19 March, 2025",مبادرة إعتماد الجهة التفتيشية والرقابية بالهيئة السعودية للبحر الأحمر,31475.0
وزارة التعليم,"19 March, 2025",إقامة حفل جائزة جامعة جدة للتميز 2025,97410.8
وزارة البلديات والإسكان,"19 March, 2025",تطوير وتأهيل الجهة الشرقية المرحله الاولى لطريق الملك عبدالعزيز بالخرج,498189.2
وزارة التعليم,"19 March, 2025",مشروع توريد و تركيب الأقفال الإلكترونية بالمعامل والفصول الدراسية بجامعة جدة وفروعها,698395.0
وزارة البلديات والإسكان,"19 March, 2025",عملية تجهيز فعاليات عيد الفطر المبارك في مدينة عرعر,2098382.0
وزارة البلديات والإسكان,"19 March, 2025",تامين اثاث لزوم اكرام الموتى ووكاله الاستثمارات في امانة المنطقة الشرقيه ,32832.5
مركز برنامج التحول الوطني,"19 March, 2025",تقديم خدمات الفحص الطبي لمرشحي التوظيف,19999.88
وزارة البلديات والإسكان,"19 March, 2025",توريد اشجار ,196995.0
وزارة الموارد البشرية والتنمية الاجتماعية,"19 March, 2025",دراسة الهيكل والدليل التنظيمي لصندوق الشهداء والمصابين والأسرى والمفقودين,119945.0
وزارة البلديات والإسكان,"19 March, 2025",توريد ادوات زراعية ,139242.0
وزارة البلديات والإسكان,"19 March, 2025",توريد حديد للبلدية ,51100.25
وزارة البلديات والإسكان,"19 March, 2025",توريد ديزل لتغذية المعدات والاليات ,244239.99
وزارة البلديات والإسكان,"19 March, 2025",توريد ثيل طبيعي ,106720.0
وزارة البلديات والإسكان,"19 March, 2025",توريد علم المملكة لميدان السارية لبلدية مليجة,56925.0
وزارة البلديات والإسكان,"19 March, 2025",توفير براويز لصور القيادة الكريمة لجميع مكاتب المسؤولين بمباني الوزارة,29670.0
وزارة البلديات والإسكان,"19 March, 2025",إصلاح خارجي // ديهاتسو رقم 1310 بلدية العمران,6350.0
وزارة البلديات والإسكان,"19 March, 2025",توريد محروقات الآلات والمعدات ديزل لبلدية أضم,99190.0
الهيئة العامة للطيران المدني,"19 March, 2025",ورشة عمل للناقلات الجوية في مطارات المملكة العربية السعودية,88550.0
وزارة البلديات والإسكان,"19 March, 2025",توريد وتامين مستلزمات الصيانة للمسطحات الخضراء بجوف بني هاجر,89152.6
وزارة البلديات والإسكان,"19 March, 2025",صيانة اللوحات المرورية ومعابر المشاة بجوف بني هاجر,0.0
وزارة البلديات والإسكان,"19 March, 2025",استأجار معدات بجوف بني هاجر,64515.0
وزارة البلديات والإسكان,"19 March, 2025",تنظيم احتفالات عيد الفطر المبارك لعام 1446هـ بلدية أشيقر ,84985.0
وزارة البلديات والإسكان,"19 March, 2025",طلب تأمين إطارات لسيارات الأمانة لزوم الادارة العامة للتشغيل والصيانة وبلدية العمران وبلدية الجفر,26588.0
وزارة البلديات والإسكان,"19 March, 2025",توريد وتركيب بوابة الكترونية للجهه الشرقية لبلدية وسط القطيف,8372.0
وزارة البلديات والإسكان,"19 March, 2025",تجهيز واحتفالية عيد الفطر المبارك لعام 2025م,86986.0
وزارة البلديات والإسكان,"19 March, 2025",توريد إشارات ضوئية لسلامة المرورية لبلدية مليجة,43010.0
وزارة البلديات والإسكان,"19 March, 2025",توريد بلوك واسمنت لأعمال الصيانة اليومية بالعيساوية والقري التابعة ,0.0
وزارة التعليم,"19 March, 2025",اصلاح مركبة اثر تعرضها لحادث مروري نوع فورد اكسبديشن,3500.0
وزارة البلديات والإسكان,"19 March, 2025",تأمين وتوريد بنزين 91ببلدية محافظة تيماء ,98120.0
وزارة البلديات والإسكان,"19 March, 2025",توريد ملابس للعمال ,19780.0
وزارة البلديات والإسكان,"19 March, 2025",توريد مبيدات واسمدة لحاجة عمل البلدية ,48553.0
الهيئة الملكية لمدينة الرياض,"19 March, 2025",مشروع تفعيل التواصل الداخلي لمنسوبي الهيئة,2490210.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة الطرق ومعالجتها,99499.4
وزارة البلديات والإسكان,"19 March, 2025",صيانة سور النمرية,99590.0
وزارة البلديات والإسكان,"19 March, 2025",توريد أنجيلة صناعية لبلدية الفوارة,0.0
هيئة تطوير الأحساء ,"19 March, 2025",توفير حبر للطابعة MFP E785,9200.0
وزارة البلديات والإسكان,"19 March, 2025",استئجار معدات لبلدية الفوارة,99245.0
وزارة البلديات والإسكان,"19 March, 2025",مقايسة عملية توريد محروقات ديزل لبلدية سبت الجارة,60360.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة مبنى البلدية,99304.8
وزارة البلديات والإسكان,"19 March, 2025",صيانة الطرق الترابية امام مطل البلدية بالشقيق ,97991.5
المركز الوطني للتنمية الصناعية,"19 March, 2025",خدمات الحصول على معلومات لاسواق المعادن المحلية والعالمية,21000.0
وزارة الصحة,"19 March, 2025",منافسة تنظيم ورش عمل لمنسوبي فرع وزارة الصحة بمنطقة المدينة المنورة 2025,92000.0
وزارة الصحة,"19 March, 2025",منافسة  تطوير الأقسام الداخلية لمستشفى الميقات العام,301875.0
وزارة الطاقة والصناعة والثروة المعدنية,"19 March, 2025",نقل وشحن أصناف بين فروع الوزارة,93621.5
وزارة البلديات والإسكان,"19 March, 2025",صيانة لوحات ومجسمات بلدية الريث لمناسبة عيد الفطر لعام 1446هـ ,98988.55
وزارة الصحة,"19 March, 2025",تقديم خدمة تفعيل وتشغيل منصة تواصل للاستفادة من خدمات هيئة الصحة العامة ,94938.25
وزارة البلديات والإسكان,"19 March, 2025",صيانة المجسمات الجمالية بمناسبة عيد الفطر المبارك,99463.5
وزارة البلديات والإسكان,"19 March, 2025",اقامة احتفالات عيد الفطر المبارك 1446 بلدية الاحمر,99130.0
وزارة البلديات والإسكان,"19 March, 2025",اقامه احتفالات عيد الفطر,99659.0
وزارة التعليم,"19 March, 2025",توريد وتركيب مطبات تهدئة ولوحات ارشادية ,99820.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة واستبدال زجاج سيكوريت 24 ملي اللون اسود خفيف لمبنى البلدية,99018.45
وزارة البلديات والإسكان,"19 March, 2025",صيانة وتوريد مواد انارة لاستكمال اعمال الصيانة,99590.0
وزارة البلديات والإسكان,"19 March, 2025",صيانة وتوريد اغراض سباكة لاستكمال اعمال الصيانة,92575.0
الهيئة السعودية للملكية الفكرية,"20 March, 2025",طباعة التقرير السنوي للهيئة السعودية للملكية الفكرية,17250.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 March, 2025",تقديم خدمات مراجعة وتدقيق ضوابط الامن السيبراني للمركز السعودي للشراكات الاستراتيجية الدولية,304787.95
وزارة الصحة,"20 March, 2025",التعاقد مع مكتب هندسي لتقديم تقرير سلامة واجهات مستشفى منى الطوارئ,23000.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة مجسمات العيد بمحافظة صامطة ,88803.0
وزارة الصحة,"20 March, 2025",أعمال نقل وتركيب وتخزين المستشفى الميداني,1730129.0
وزارة الصحة,"20 March, 2025",تأمين احتياجات إقامة ملتقى القيادات الصحية بتجمع القصيم الصحي,99400.0
البيئة والمياه والزراعة,"20 March, 2025",الدعم القانوني والمالي لمعرض آفات,60720.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة اشارات المرور التابعة للبلدية محافظة رياض الخبراء.,485990.0
هيئة تطوير المنطقة الشرقية,"20 March, 2025",توفير جهاز تخزين 24 تيرا بايت,3277.5
هيئة تطوير منطقة المدينة المنورة,"20 March, 2025",تجهز ورشة عمل بهدف استعراض وموائمة خطة عمل مكتب تنمية الوجهة 2025 مع الشركاء المعنيين,36225.0
وزارة الصحة,"20 March, 2025",TROCAR 15MM,14208.0
وزارة التعليم,"20 March, 2025",تأمين حقيبة ترحيبية تسلم لمنسوبي الجامعة الجدد ,38640.28
وزارة التعليم,"20 March, 2025",التغطية الإعلامية لليوم الوطني ويوم التاسيس ويوم العلم ,98900.0
وزارة التعليم,"20 March, 2025",تأمين وتركيب اذرع وحواجز امنية وملحقاتها للمدينة الطبية ,97750.0
وزارة التعليم,"20 March, 2025",توريد وتركيب رافعة جثث كهربائية لزوم كلية  الطب ,99978.7
وزارة البلديات والإسكان,"20 March, 2025",توريد فوانيس لبلدية محافظة المذنب,99378.75
وزارة البلديات والإسكان,"20 March, 2025",توريد سارية علم لبلدية محافظة المذنب,99894.75
وزارة البلديات والإسكان,"20 March, 2025",توريد مجسمات يوم التأسيس لبلدية محافظة المذنب,99475.0
وزارة البيئة والمياه والزراعة,"20 March, 2025",صيانة تسريب ارضي لمضخة الحريق بمقر المؤسسة الرئيسي,9200.0
وزارة البلديات والإسكان,"20 March, 2025",توريد بوابة الذراع الكهربائي لبلدية محافظة المذنب,18400.0
وزارة الموارد البشرية والتنمية الاجتماعية,"20 March, 2025",مبادرة تشكيل أكبر علم بفنّ الموزاييك بعام الحرف اليدوية 2025,384790.0
وزارة البلديات والإسكان,"20 March, 2025",طلب تامين قطع غيار/// فورشينال جيب رقم خاص 1200,5911.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة اللوحات الإرشادية بالطرق الرئيسية بمحافظة رياض الخبراء,498847.0
وزارة البيئة والمياه والزراعة,"20 March, 2025",عملية رش مبيدات حشرية لزوم مكافحة الحشرات  الطائرة والزاحفة للمواقع الداخلية والخارجية ,97750.0
البيئة والمياه والزراعة,"20 March, 2025",تقديم خدمات المسح باستخدام الطائرات بدون طيار لدعم رحلة مسح السلاحف في جزر الأخوات الأربعة,93012.0
وزارة البلديات والإسكان,"20 March, 2025",توريد مجسمات لعيد الفطر مع كور مضيئة للنوافير لبلدية محافظة ضرية,86250.0
وزارة البلديات والإسكان,"20 March, 2025",طلب براويز لصور الاسرة  الحاكمه وسارية علم المملكة لمبنى بلدية محافظة القطيف الجديد,76935.0
وزارة النقل,"20 March, 2025",متطلبات واحتياجات تهيئة الموظف الجديد,99935.0
وزارة النقل,"20 March, 2025",تقديم دورات متنوعة في المجال الهندسي - المرحلة الأولى,99928.1
وزارة النقل,"20 March, 2025",تقديم دورات متنوعة في المجال الهندسي - المرحلة الثانية,99928.1
وزارة الاستثمار,"20 March, 2025",التقييم الاكتواري لمخصص نهاية الخدمة عن عام 2024م,8050.0
وزارة البلديات والإسكان,"20 March, 2025",استئجار أجهزة لإحتفالية عيد الفطر لعام 1446هـ لبلدية الحيانية والبرك,14892.5
وزارة الموارد البشرية والتنمية الاجتماعية,"20 March, 2025",تأمين رافعة للسيارة لمراكز التأهيل الشامل,43500.0
وزارة البلديات والإسكان,"20 March, 2025",تجهيز احتفالية عيد الفطر لعام 1446هـ لبلدية الحيانية والبرك,45885.0
وزارة البيئة والمياه والزراعة,"20 March, 2025",حفل معايدة منسوبي الهيئة بعيد الفطر المبارك,7210.5
وزارة البلديات والإسكان,"20 March, 2025",منافسة صيانة شبكة تصريف مياه الامطار بعريعرة والقرى التابعة لها ,99213.03
وزارة التعليم,"20 March, 2025",تأمين تصوير وسيناريو ومونتاج للقاء التشاوري لمشرفي وحدات التوعية الفكرية	,84985.0
وزارة الاتصالات وتقنية المعلومات,"20 March, 2025",مشروع دراسة حالة سوق الخدمات البريدية واللوجستية ,725000.0
وزارة البلديات والإسكان,"20 March, 2025",توريد اثاث مكتبي ,32550.0
وزارة التعليم,"20 March, 2025",مشاركة الجامعة السعودية الالكترونية في المؤتمر والمعرض الدولي للتعليم (EDGEX) ,1725000.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 March, 2025",توفير مستلزمات الضيافة المكتبية                                    ,43383.75
البيئة والمياه والزراعة,"20 March, 2025",توريد مواد ومعدات ساخانات مياه - HTR WTR CYLDRCL 220VAC 1PH - HTR WTR CYLDRCL IMRS 220VA للهيئة السعودية للمياه لمنظومة انتاج الشقيق بالساحل الغربي ,21177.25
صندوق التنمية الثقافي,"20 March, 2025",الاتفاقية الإطارية لتصميم العروض المرئية وتطوير المحتوى للمكتب التنفيذي,0.0
وزارة الموارد البشرية والتنمية الاجتماعية,"20 March, 2025",مشروع تفعيل مبادرة أجاويد 3 بفرع الوزارة بمنطقة عسير لعام 2025م,65000.0
وزارة الاستثمار,"20 March, 2025", توفير احبار طابعة للأجهزة الذكية,18860.0
وزارة البيئة والمياه والزراعة,"20 March, 2025",تامين دروع لزوم تكريم المشاركين في ورشة تعزيز إعادة استخدام المياه المجددة من خلال الذكاء الاصطناعي والبيانات الأرضية,1932.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة لوحة بلدية جواثى,6200.0
وزارة الاتصالات وتقنية المعلومات,"20 March, 2025",الدعم الفني لنظام إدارة الصيانة CMMS لمدة 3 سنوات,599997.78
وزارة البلديات والإسكان,"20 March, 2025",تأمين ادوات كهربائية للقيام بأعمال الصيانة,99590.0
وزارة الصحة,"20 March, 2025",تامين قطع غيار اضاءة كاميرا احتياج ادارة الهندسة الاكلينيكية بتجمع الشرقية الصحي,55200.0
البيئة والمياه والزراعة,"20 March, 2025",تقديم الدراسات لتصميم وتطوير مختبرات الجينوم البيطرية,4850000.02
البيئة والمياه والزراعة,"20 March, 2025", تقديم الخدمات الاستشارية التنظيمية والتشريعات واللوائح لرأس المال البشري ,1226667.05
وزارة البلديات والإسكان,"20 March, 2025",تشغيل منصات مركز الطوارئ والأزمات بأمانة حفر الباطن,4400130.0
البيئة والمياه والزراعة,"20 March, 2025",توريد رخص التعديل علي الملفات والتصميم والرسوم البيانية,34724.25
البيئة والمياه والزراعة,"20 March, 2025",تقديم الدراسات لتصميم وتطوير مختبر المعلوماتية الحيوية التابع للبرنامج الوطني لتطوير الثروة الحيوانية والسمكية,4850000.02
وزارة البلديات والإسكان,"20 March, 2025",صيانة دورات المياه العامة بالحدائق والساحات بنطاق محافظة الجموم,97980.0
وزارة البلديات والإسكان,"20 March, 2025",منافسة عملية صيانة الدهانات لأرصفة الطرق و الشوارع بالرفيعة ,0.0
وزارة البلديات والإسكان,"20 March, 2025",منافسة عملية صيانة الأرصفة للطرق و الشوارع بالرفيعة ,99820.0
وزارة البلديات والإسكان,"20 March, 2025",منافسة عملية صيانة أرصفة بمركز أم غور لبلدية الرفيعة ,99590.0
وزارة البلديات والإسكان,"20 March, 2025",منافسة عملية صيانة الأرصفة بمركز أم عقلاء لبلدية الرفيعة ,0.0
وزارة البلديات والإسكان,"20 March, 2025",تأمين لوحات وأعلام عيد الفطر المبارك 1446هـ  ,50328.6
وزارة البلديات والإسكان,"20 March, 2025",صيانة وتأهيل حماية المنحدر الترابي لأسفل كبرى عسفان الغربي ,98371.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة وإعادة تأهيل ليات الزينة لأعمدة الانارة على طريق عسفان الرئيسي مع شارع البلدية,98210.0
وزارة البلديات والإسكان,"20 March, 2025",توريد تجهيزات عيدية ,87745.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة وعزل سقف مبنى استراحة البلدية,98670.0
وزارة البلديات والإسكان,"20 March, 2025",توريد وسائل السلامة لبلدية الفوارة,0.0
وزارة البلديات والإسكان,"20 March, 2025",توريد نايلون وفواصل تمدد لبلدية الفوارة,97520.0
وزارة البلديات والإسكان,"20 March, 2025",صيانة وإصلاح عدد من الغطاسات مختلفة المقاسات - بلدية محافظة الرس,99950.0
وزارة البلديات والإسكان,"20 March, 2025",توريد دهانات ارصفة لبلدية الفوارة,99360.0
وزارة الصحة,"21 March, 2025",منافسة لتوفير نظام صوتي لقاعات الاجتماعات بمستشفى الرعاية المديدة بالرياض,0.0
وزارة البلديات والإسكان,"21 March, 2025",صيانة صالة مبنى البلدية ,62065.5
وزارة البلديات والإسكان,"21 March, 2025",صيانة وتأهيل ملاعب العالية ,0.0
هيئة الهلال الأحمر السعودي,"21 March, 2025",اعاشة المتطوعين في المدينة المنورة ,0.0
هيئة الهلال الأحمر السعودي,"21 March, 2025",اعاشة المتطوعين في مكة المكرمة ,0.0
وزارة البلديات والإسكان,"21 March, 2025",صيانة معدات واليات النظافة ببلدية روضة سدير,496225.0
وزارة البلديات والإسكان,"21 March, 2025",صيانة سيارات وسائط النقل ببلدية روضة سدير ,296125.0
وزارة البلديات والإسكان,"21 March, 2025",تنظيم مبادرة السعودية الخضراء,97600.5
وزارة البلديات والإسكان,"21 March, 2025",وجبة الإفطار الرمضاني السنوي لمنسوبي الأمانة 1446هـ -2025م ,0.0
وزارة البلديات والإسكان,"21 March, 2025",تأمين وترويد مجسمات عيد الفطر المبارك,72933.0
وزارة البلديات والإسكان,"21 March, 2025",تشغيل احتفالات عيد الفطر,99590.0
وزارة البلديات والإسكان,"21 March, 2025",تأمين فنون شعبية,70000.0
وزارة البلديات والإسكان,"21 March, 2025",صيانة حديقة المحكة,74692.5
وزارة البلديات والإسكان,"21 March, 2025",تأمين وتوريد بويات,98900.0
وزارة البلديات والإسكان,"21 March, 2025",بخصوص طلب خرط هوبات وكبس ليات,80040.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 March, 2025",توريد وتركيب كابل كهربائي جهد متوسط,0.0
وزارة البلديات والإسكان,"22 March, 2025",صيانة المستودع الرئيسي ومستودعات الرجيع لبلدية محافظة العيدابي,99061.0
وزارة البلديات والإسكان,"22 March, 2025",صيانة وحدات التكييف الداخلية والخارجية لمبنى بلدية محافظة العيدابي,98934.5
وزارة البلديات والإسكان,"22 March, 2025",الصيانة والنظتفة المباشرة(صيانة وتوريد لمناسبه عيد الفطر المبارك),0.0
وزارة الصحة,"22 March, 2025",مشروع توفير سكن  مؤقت للموظفين من الخيام بصفة الايجار لمدة 15 يوما خلال موسم الحج بمشعري عرفات ومزدلفة,3011332.5
وزارة الصحة,"23 March, 2025",324915_3297037_FLUORESCEIN SODIUM 10% (100 MG/ML) SOLUTION FOR INJECTION 5 ML_KFMC,29988.0
وزارة الصحة,"23 March, 2025",م الملك سلمان احتفالية عيد الفطر المبارك لعام 2025,25484.0
وزارة البلديات والإسكان,"23 March, 2025",تأمين ديزل,66400.0
وزارة البلديات والإسكان,"23 March, 2025",تأمين وتوريد كمرات وليازر,80626.5
وزارة الصحة,"23 March, 2025",مشروع تأهيل سكن كراج المعيصم مع التأثيث والتجهيز المرحلة الثانية,648027.3
وزارة الموارد البشرية والتنمية الاجتماعية,"23 March, 2025",تنفيذ الدعم اللوجستي لمشروع ورش عمل,904583.1
وزارة البلديات والإسكان,"23 March, 2025",مواد كهرباء وسباكة,95083.73
وزارة البلديات والإسكان,"23 March, 2025",تأمين محروقات ديزل لبلدية محافظة عيون الجواء,92640.0
وزارة البلديات والإسكان,"23 March, 2025",تأمين ثيل طبيعي لاعمال الصيانة لبلدية محافظة عيون الجواء,98900.0
بنك التنمية الاجتماعية,"23 March, 2025",تجهيز وتنفيذ وإدارة حدث احتفال البنك بمرور 53 عام لبنك التنمية الاجتماعية لعام 2025 والفعاليات المصاحبة ,14000000.0
وزارة الصحة,"23 March, 2025",مشروع تجهيز وتأثيث المستشفيات الميدانية بالمشاعر المقدسة ومقر الشئون الإسلامية بمشعر عرفات ,2489858.73
الهيئة العامة للطيران المدني,"23 March, 2025",احتفال عيد الفطر 2025م,6992.0
وزارة البلديات والإسكان,"23 March, 2025",تامين وتوريد ديزل لمحطة البلدية ,51525.75
وزارة البلديات والإسكان,"23 March, 2025",تامين وتوريد بنزين لمحطة البلدية ,69625.6
وزارة السياحة,"23 March, 2025",حجز قاعة لأقامة ورشة عمل لقطاع الموارد البشرية في أبها #1,27168.75
وزارة الصحة,"23 March, 2025",تأمين طبليات خشب و ارفف ستانليس ستيل لادارة الصحة الرقمية ( حسب المواصفات و المقاسات المرفقة ),34500.0
وزارة الصحة,"23 March, 2025",رسوم اشتراك في دورة دعم الحياة لاصابات المتقدمة ATLS لادارة الشؤون الاكاديمية والتدريب بتجمع الشرقية الصحي,71000.0
وزارة البلديات والإسكان,"23 March, 2025",صيانة وتامين تجهيزات ومجسمات لعيد الفطر المبارك لعام 2025,75440.0
وزارة البلديات والإسكان,"23 March, 2025", تأمين وطباعة بنرات ولوحات ,54820.5
الهيئة العامة للطيران المدني,"23 March, 2025",مشروع استضافة الاجتماع السابع لمجموعة تخطيط وتنفيذ سلامة المطارات ,99932.71
هيئة تطوير الأحساء ,"23 March, 2025",تنظيم حفل عيد الفطر 2025,7000.0
وزارة الصحة,"23 March, 2025",تأمين قطع غيار سيارات النقل الإسعافي لحج 1446 لإدارة الحركة بتجمع الشرقية الصحي,93035.0
وزارة البلديات والإسكان,"23 March, 2025",طباعة وتركيب لوحات خاصة بعيد الفطر المبارك لعام 1446هـ,87584.0
وزارة الصحة,"23 March, 2025",م الملك سلمان متطلبات اعتماد جائزة ,80500.0
وزارة البلديات والإسكان,"23 March, 2025",توريد وتركيب مجسمات عيد الفطر المبارك لعام 1446هـ - أمانة منطقة الباحة -,95082.0
وزارة البلديات والإسكان,"23 March, 2025",إقامة أحتفالات عيد الفطر المبارك بحديقة وادي فليج الشمالي,97344.05
وزارة السياحة,"23 March, 2025",اقامة وشة لزيادة الوعي الوظيفي لموظفي الهيئة في ابها,17250.0
وزارة المالية,"23 March, 2025",أعمال ترميم وتطوير الساحة الخارجية لمبنى أمانة اللجنة المالية,0.0
وزارة الطاقة والصناعة والثروة المعدنية,"23 March, 2025",توريد وتركيب كراسي جلوس لمناطق الراحة في مبنى الوزارة في مدينة الظهران ,48300.0
وزارة البلديات والإسكان,"23 March, 2025",تنظيم حفل عيد الفطر 1446هـ لبلدية السر ,0.0
وزارة المالية,"23 March, 2025",الربط مع سحابة ديم من خلال شبكة الالياف البصرية,99992.5
وزارة البلديات والإسكان,"23 March, 2025",عملية تجهيزات احتفال عيد الفطر المبارك بمحافظة صامطة للعام 1446هـ ,99826.9
وزارة البلديات والإسكان,"23 March, 2025",توريد وتركيب مجسمات جمالية واعمال كهربائية لعيد الفطر المبارك,99360.0
وزارة البلديات والإسكان,"23 March, 2025",توريد بنرات واستيكرات مع الطباعة,92094.3
وزارة البلديات والإسكان,"24 March, 2025",إزالة حشائش وردم مستنقعات من أحياء محافظة دومة الجندل,293250.0
وزارة البلديات والإسكان,"24 March, 2025",معالجة التشوه البصري في سوق الخميس بمحافظة دومة الجندل,296125.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة ونقل وترحيل أحجار ومخلفات بناء على طريق سوق الأغنام,296700.0
وزارة البلديات والإسكان,"24 March, 2025",توريد لوحات بنر بهوية عيد الفطر لعام 1446هـ قسم الخدمات بلدية محافظة المويه ,0.0
وزارة البلديات والإسكان,"24 March, 2025",تأهيل الاحواض الزراعية بتوريد مجسم حديدي لحماية الأشجار,294745.0
وزارة البلديات والإسكان,"24 March, 2025",أعمال الإفطار الجماعي السنوي لمنسوبي البلدية,10000.0
وزارة البلديات والإسكان,"24 March, 2025",احتفال عيد الفطر المبارك ببلدية الصلصلة 1446ه,0.0
وزارة البلديات والإسكان,"24 March, 2025",أعمال احتفال عيد الفطر,99535.95
وزارة البلديات والإسكان,"24 March, 2025",تأمين بنرات بلدية الفوارة,95570.75
البيئة والمياه والزراعة,"24 March, 2025",توريد وتركيب استيكر شعار الوزارة لمركبات موسم الحج لعام 1446هـ ,35673.0
البيئة والمياه والزراعة,"24 March, 2025",تأمين محروقات الآلات والمعدات بمركز ساجر التابع لفرع مركز وقاء بمنطقة الرياض,99468.0
وزارة الصحة,"24 March, 2025",مشروع انشاء وتأثيث عدد 26 وحدة للرعاية الصحية بالمشاعر المقدسة,23580226.52
وزارة الصحة,"24 March, 2025",مشروع تأهيل مقر وزارة الشؤون الإسلامية والدعوة والإرشاد بمشعر عرفات,3498185.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة واستبدال فوانيس وقواعد خرسانية لانارة مدخل محافظة ضرية الشمالي,496800.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة واستبدال اعمدة انارة ديكورية لمدخل محافظة ضرية الشمالي,498180.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة واستبدال كابلات نحاسية لانارة مدخل ضرية الشمالي,498525.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة مقر ضيافة بلدية محافظة ضرية,496501.0
وزارة البلديات والإسكان,"24 March, 2025",صيانة وردم وتسوية مواقع داخل الاحياء السكنية لمحافظة ضرية,99006.95
البيئة والمياه والزراعة,"24 March, 2025",توريد ديزل لمنظومة رأس الخير الساحل الشرقي 60017242,98325.0
هيئة تطوير الأحساء ,"24 March, 2025",تقديم خدمة الضيافة لضيوف الهيئة,99999.98
وزارة الصحة,"24 March, 2025",مـشــروع تــأهـيل مـــســتــشـفـى نـمـره,8550259.2
وزارة التعليم,"24 March, 2025",كسح الصرف الصحي في المستشفى البيطري ,93840.0
وزارة التعليم,"24 March, 2025",تفصيل وتأمين بدل ومستلزمات امنية لموظفي الامن الجامعي ,94392.0
وزارة الاقتصاد والتخطيط,"24 March, 2025", اعمال مستودع الفاخرية,99756.75
هيئة تطوير الأحساء ,"24 March, 2025",تغطيات إعلامية لمهرجانات متنوعة,0.0
وزارة البلديات والإسكان,"24 March, 2025",إحتفالات عيد الفطر المبارك,69000.0
هيئة تطوير الأحساء ,"24 March, 2025",توفير مطبوعات للهيئة ,0.0
هيئة تطوير الأحساء ,"24 March, 2025",توفير وحدة تخزين,22080.0
وزارة البلديات والإسكان,"24 March, 2025",توريد مواد سباكة ,248610.0
وزارة البلديات والإسكان,"24 March, 2025",إصلاح خارجي // فورشينال رقم 1145,11500.0
وزارة البلديات والإسكان,"24 March, 2025",احتفالية عيد الفطر الميارك ببلدية مدينة الأجفر,20000.0
وزارة التعليم,"24 March, 2025",تأمين الغداء والكوفي بريك للقاء التشاوري لمشرفي وحدات التوعية الفكرية,41860.0
وزارة البلديات والإسكان,"24 March, 2025",‏‏توريد مطبوعات واستيكرات ومستلزمات لزوم عيد الفطر المبارك 1446 هـ,68896.5
وزارة البلديات والإسكان,"24 March, 2025",تامين وتوريد محروقات ديزل,99600.0
وزارة الصحة,"24 March, 2025",تأمين قاعات دراسية لتأمين عقد برامج مهارات التواصل و عقد برامج مصادر التعلم احتياج ادارة التطوير المهني بتجمع الشرقية الصحي,68100.01
وزارة البلديات والإسكان,"24 March, 2025",إصلاح خارجي // يوكن رقم 1398,5865.0
وزارة الرياضة,"24 March, 2025",تقديم وتنفيذ برنامج مسابقة وزارة الرياضة المحلية والمركزية للقرآن الكريم والحديث الشريف   وتقديم وتنفيذ برامج مشاركة وزارة الرياضة في موسم الحج لعام 1446هـ,2449862.25
