Name,Description,Date,Amount
البيئة والمياه والزراعة,تركيب كاميرات مراقبة داخلية وخارجية بمرافق المركز الوطني لأبحاث وتطوير لزراعة المستدامة(استدامة),2023-12-19,641865.6
وزارة الشؤون البلدية والقروية,استئجار معدات لمعالجة التشوه البصري وإزالة المخلفات بلدية أشيقر ,2023-12-24,193150.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,مشروع إستبدال نظام العزل المائي والحراري المتهالك لسطح الدور الثالث بمستشفى الملك فيصل التخصصي ومركز الأبحاث فرع جدة,2023-12-28,593722.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,مشروع إستبدال نظام العزل المائي والحراري المتهالك لسطح الدور الثالث بمستشفى الملك فيصل التخصصي ومركز الأبحاث فرع جدة,2023-12-28,593722.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,مشروع إستبدال نظام العزل المائي والحراري المتهالك لسطح الدور الثالث بمستشفى الملك فيصل التخصصي ومركز الأبحاث فرع جدة,2023-12-28,593722.0
وزارة المالية,خدمات المراقبة الأمنية والاستجابة للحوادث الامنية,2023-11-20,1493309.5
وزارة المالية,خدمات المراقبة الأمنية والاستجابة للحوادث الامنية,2023-11-20,1493309.5
وزارة الشؤون البلدية والقروية,صيانة ملاعب في الحدائق والاحياء,2023-10-31,286637.5
وزارة الشؤون البلدية والقروية,توريد قطع غيار وسائط النقل,2023-10-31,97175.0
وزارة التعليم,مشروع أعمال تنسيق الموقع العام وتوصيل الخدمات بمبنى توسعة الإسعاف المرحلة الثالثة بالمدينة الطبية بجامعة الملك سعود,2023-11-22,3833841.83
وزارة التعليم,مشروع أعمال تنسيق الموقع العام وتوصيل الخدمات بمبنى توسعة الإسعاف المرحلة الثالثة بالمدينة الطبية بجامعة الملك سعود,2023-11-22,3833841.83
وزارة الشؤون البلدية والقروية,تأمين وتوريد نجيل طبيعي CL2000 بلدية محافظة تيماء ,,0.0
وزارة الصحة,الندوات التوعوية للكادر الصحي بمستشفى أحد رفيدة العام للعام 2023م,2023-11-19,198950.0
وزارة الشؤون البلدية والقروية,تامين وتوريد كيابل (بلدية البصر),2023-11-22,220570.0
وزارة المالية,مشروع دعم التواصل الرقمي ,2024-02-07,4002000.0
وزارة المالية,مشروع دعم التواصل الرقمي ,2024-02-07,4002000.0
المؤسسة العامة للموانئ,تقديم خدمات استشارية لتقييم المخاطر المتعلقة بسلامة الملاحة في الموانئ,2024-02-08,6900000.0
المؤسسة العامة للموانئ,تقديم خدمات استشارية لتقييم المخاطر المتعلقة بسلامة الملاحة في الموانئ,2024-02-08,6900000.0
الهيئة الملكية للجبيل وينبع,تطوير وتوحيد القنوات الداخلية والخارجية لبرنامج الخدمات الصحية الموحد,2024-02-07,7394500.0
الهيئة الملكية للجبيل وينبع,تطوير وتوحيد القنوات الداخلية والخارجية لبرنامج الخدمات الصحية الموحد,2024-02-07,7394500.0
وزارة الشؤون البلدية والقروية,توريد أجهزة مساحية,2024-02-15,105800.0
وزارة الشؤون البلدية والقروية,توريد أجهزة مساحية,2024-02-15,105800.0
وزارة الشؤون البلدية والقروية,توريد أجهزة مساحية,2024-02-15,105800.0
وزارة الشؤون البلدية والقروية,توريد أجهزة مساحية,2024-02-15,105800.0
وزارة المالية,تشغيل وصيانة أنظمة البوابات الامنية,2023-12-04,5784000.0
وزارة السياحة,أتمتة دليل إجراءات إدارة المستودعات والمخزون على النظام الإلكتروني ,2023-12-10,4993006.0
وزارة السياحة,أتمتة دليل إجراءات إدارة المستودعات والمخزون على النظام الإلكتروني ,2023-12-10,4993006.0
وزارة العمل والتنمية الاجتماعية,منافسة صيانة ونظافة الكلية التقنية للبنين برفحاء والمعهد الصناعي الثانوي برفحاء,2023-12-31,2226206.01
وزارة العمل والتنمية الاجتماعية,منافسة صيانة ونظافة الكلية التقنية للبنين برفحاء والمعهد الصناعي الثانوي برفحاء,2023-12-31,2226206.01
وزارة العمل والتنمية الاجتماعية,منافسة صيانة ونظافة الكلية التقنية للبنين برفحاء والمعهد الصناعي الثانوي برفحاء,2023-12-31,2226206.01
وزارة العمل والتنمية الاجتماعية,منافسة صيانة ونظافة الكلية التقنية للبنين برفحاء والمعهد الصناعي الثانوي برفحاء,2023-12-31,2226206.01
وزارة الشؤون البلدية والقروية,صيانة مضمار مطاطي للجري (بادية البصر),2023-11-22,316250.0
وزارة الشؤون البلدية والقروية,صيانة مضمار مطاطي للجري (بادية البصر),2023-11-22,316250.0
وزارة الشؤون البلدية والقروية,تامين وتوريد مواد بناء,2023-11-22,262300.0
وزارة المالية,توريد وتركيب بيوت متنقلة في منفذ سلوى  ,2023-11-01,5750690.0
وزارة الصحة,تطوير قسم الأكشاك بمستشفى الولادة والأطفال ببريدة,2024-01-10,1956002.8
وزارة الصحة,توحيد ونقل وتشغيل الدليل النشط لتجمع رياض الصحي الأول,2023-12-12,2458301.53
البيئة والمياه والزراعة,تأمين مستلزمات لمكافحة أمراض الدواجن,2024-01-28,61800.0
البيئة والمياه والزراعة,تأمين مستلزمات لمكافحة أمراض الدواجن,2024-01-28,61800.0
البيئة والمياه والزراعة,تأمين مستلزمات لمكافحة أمراض الدواجن,2024-01-28,61800.0
وزارة الشؤون البلدية والقروية,تامين وتوريد وتركيب العاب لبلدية محافظة الوجة ,2023-10-31,138000.0
وزارة الصحة,تأمين ملابس لقسم المغسلة,2023-12-13,160453.75
وزارة الصحة,تأمين ملابس لقسم المغسلة,2023-12-13,160453.75
وزارة الصحة,تأمين ملابس لقسم المغسلة,2023-12-13,160453.75
وزارة الشؤون البلدية والقروية,توريد وتركيب بتر خرسانية في مسار وادي بيشة (بلدية محافظة بيشة),2023-11-22,1922800.0
هيئة الهلال الأحمر السعودي,مشروع ربط المركبات الإسعافية الذكي بالإشارات المرورية,2023-11-28,3561906.5
هيئة الهلال الأحمر السعودي,مشروع ربط المركبات الإسعافية الذكي بالإشارات المرورية,2023-11-28,3561906.5
البيئة والمياه والزراعة,معالجة المياة الباردة والحارة في المركز الوطني لابحاث وتطوير الزراعة المستدامة(استدامة),2023-12-21,192970.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع والأرصفة بالشقيق  ,2023-12-28,3266000.01
وزارة الشؤون البلدية والقروية,صيانة الشوارع والأرصفة بالشقيق  ,2023-12-28,3266000.01
وزارة التعليم,منافسة صيانة المختبرات المدرسية والاجهزة والوسائل التعليمية للعام المالي 2023 م,2023-11-25,794917.95
