Name,Description,Date,Amount
بلدية محافظة ظهران الجنوب,توريد قطع غيار لمعدات البلدية ,2022-08-28,173775.0
مستشفى الملك فيصل التخصصي ومركز الابحاث-جدة,"مشروع استبدال وحدات صيانة المباني (BMU) بمستشفى الملك فيصل التخصصي ومركز الأبحاث ""مؤسسة عامة"" فرع جدة",2023-06-04,999596.1
إدارة التعليم بمحافظة عنيزة,تأمين كاميرات مراقبة امنية للمباني الإدارية بإدارة التعليم بمحافظة عنيزة ,2022-07-27,175074.98
المجلس الصحي السعودي,التشغيل والصيانة للمركز الوطني للمعلومات الصحية ,2022-11-29,6334614.0
التجمع الصحي بمنطقة القصيم,تامين احتياجات المنطقة لإقامة حملات توعوية ومعارض خاصة لبرنامج مكافحة التدخين وبرنامج الصحة المدرسية,2022-09-22,416323.0
إدارة التعليم بمحافظة وادي الدواسر,توريد خزانات مياه,2023-02-07,68358.3
جامعة الملك سعود,منافسة صيانة الأجهزة الطبية عالية التقنية و الدقيقة,2023-02-15,13066896.0
إدارة التعليم بمحافظة وادي الدواسر,توريد مضخات مياه (3) حصان (5) حصان,2023-02-07,151800.0
المركز السعودى لكفاءة الطاقة,التطوير والدعم الفني لمنصة إلكترونية قائمة لأتمته الإجراءات وتحليل البيانات,2022-08-04,270000.0
أمانة محافظة الطائف,توريد وتركيب قطع غيار لمعدات الأمانة الإدارة العامة للتشغيل والصيانة إدارة صيانة المعدات2022 م                               ,2022-10-24,990610.0
بلدية محافظة النماص,صيانة وتطوير المقطع النموذجي من طريق الملك فيصل - النماص,2023-07-27,8157697.5
إدارة التعليم بمنطقة الرياض,عملية صيانة طارئة بعدد من مدارس المنطقة المجموعة السادسة,2022-11-03,2329095.0
إدارة التعليم بمنطقة الرياض,عملية صيانة طارئة بعدد من مدارس المنطقة المجموعة الخامسة ,2022-10-25,2335420.0
أدارة الموارد الذاتية بصحة جدة,تنفيذ الدورات التدريبية لمنسوبي صحة جدة لعام 2022م,2023-03-30,376059.2
إدارة التعليم بمنطقة الرياض,عملية صيانة طارئة بعدد من مدارس المنطقة المجموعة الرابعة ,2022-11-03,2398670.0
وزارة الرياضة,توريد معدات لمدينة الملك عبد الله الرياضية بجدة,2022-09-21,531875.0
وزارة البيئة والمياه والزراعة,استكمال مشروع إنشاء سد وادي محيطة بمنطقة الحدود الشمالية,2023-03-29,11902500.0
وزارة الموارد البشرية و التنمية الاجتماعية,حصول وزارة الموارد البشرية والتنمية الاجتماعية على شهادة الاَيزو 9001:2015,2022-09-05,247572.0
بلدية محافظة بيشة,صيانة الشوارع ( صيانة طريق الحرف ),2022-09-30,859625.0
وزارة السياحة,توريد وبناء البنية التحتية لتكنولوجيا المعلومات للهيئة السعودية للبحر  األحمر ,2022-08-29,2464450.0
أمانة منطقة الباحة,سفلتة وأرصفة وإنارة للأمانة والبلديات التابعة (تحسين المشهد البصري بغابة رغدان-أمانة منطقة الباحة-,2022-09-11,1432037.5
بلدية أضم,توريد قطع غيار معدات لبلدية أضم,2022-09-18,113774.1
هيئة الإذاعة والتلفزيون,تحسين البيئة المكتبية بمجمع هيئة الاذاعة والتلفزيون بالرياض (المرحله الثانيه),2022-08-21,2052175.0
بلدية أضم,توريد قطع غيار سيارات لبلدية اضم,2022-09-08,70050.0
جامعة الملك عبدالعزيز,تأمين وتوريد أدوات رياضية لعمادة شؤون الطلاب 	,2022-10-06,77740.0
المديرية العامة للشؤون الصحية بمنطقة جازان,اصدار تأمين ضد الغير لعدد ( 517 ) سياره خدميه تابعه لصحة جازان,2022-08-25,190256.0
الشئون الصحية بمحافظة جدة,خدمات الإعاشة المطهية مستشفى الليث العام بجدة ,2022-12-18,27839476.0
صندوق التنمية الزراعية,الصيانة المصاعد بمبني صندوق التنمية الزراعية بالمركز الرئيسي,2022-08-04,169970.0
هيئة الإذاعة والتلفزيون,استبدال وتحديث المصاعد وملحقاتها في مجمع هيئة الإذاعة والتلفزيون بالرياض – المرحلة الثانية,2022-08-16,690000.0
جامعة نجران,صيانة وتشغيل الأجهزة الطبية والتعليمية بالمستشفى الجامعي والكليات الصحية بجامعة نجران ,2023-05-17,23528640.0
المديرية العامة للشؤون الصحية بمنطقة جازان,مشروع تطوير مركز صحي ام الشعنون,2022-11-16,1669840.25
المديرية العامة للشؤون الصحية بمنطقة عسير,توريد المواد الاستهلاكية لسيارات ومركبات الشئون الصحية بمنطقة عسير,2022-08-14,1251775.0
هيئة المساحة الجيولوجية السعودية,توريد قطع غيار بيل 429,2022-10-13,682263.49
بلدية القوز(القنفذة),صيانة طريق الخدمة والطرق الفرعية,2022-08-09,3772000.0
أمانة منطقة الرياض,تأمين كفرات وزيوت لسيارات ومعدات بلدية الرويضة,2022-09-07,457182.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم خدمات التصميم والهندسة لمركز العلاج الاشعاعي مستشفى الملك فيصل التخصصي - المدينة المنورة,2022-09-04,2335000.25
الهيئة السعودية للملكية الفكرية,تصوير وإنتاج ونشر المواد التوعوية بحقوق الملكية الفكرية,2022-08-19,11671350.0
المديرية العامة للشؤؤن الصحية بالحدود الشمالية,تامين وتوريد بعض اللوازم الطبية لمركز السمنة بمنطقة الحدود الشمالية,2022-10-27,1947000.0
التجمع الصحي بمنطقة القصيم,تامين المستلزمات التقنية لزوم تجمع القصيم الصحي,2022-10-07,193033.25
إدارة التعليم بمنطقة الحدود الشمالية,توريد قطع غيار لعقد صيانة مباني طريف,2022-08-23,188663.25
صندوق التنمية العقارية,توريد رخص أوراكل لإدارة رأس المال البشري,2022-08-17,764060.0
مدينة الملك سعود الطبية,توريد نظام امن معلومات للتحكم بالوصول للشبكة,2022-08-28,1498849.05
إدارة التعليم بمنطقة الحدود الشمالية,توريد قطع غيار لعقد صيانة مباني رفحاء والهباس ,2022-08-16,204073.12
إدارة التعليم بمحافظة الطائف,ترميم جزئي وتعديل البلوك المحزز لواجهات وأسوار مبني مدرسة ابتدائية المحاني تحفيظ+ روضة(بنات)  ,2022-08-24,384964.0
أمانة منطقة المدينة المنورة,صيانة مدخل السويرقية الرئيسي - بلدية السويرقية ,2022-11-30,7303750.0
جامعة القصيم,تشغيل محطة الأبحاث والتجارب الزراعية,2022-10-05,2546100.0
بلدية محافظة البدائع,تأمين وتوريد كشاطة أسفلت لبلدية محافظة البدائع ,2022-09-25,104650.0
أمانة المنطقة الشرقية,مشروع توريد وتركيب كاميرات مراقبة أمنية بالكراجات والمستودعات التابعة لأمانة المنطقة الشرقية بالدمام,2022-10-12,2998004.0
بلدية العمار,صيانة الطرق المستلمة من وزارة النقل (بلدية العمار ),2023-01-27,2905000.0
