الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة البلديات والإسكان,"20 January, 2025",عملية صيانة وإعادة تأهيل سور طريق جدة ببلدية عسفان,184080.5
وزارة الاقتصاد والتخطيط,"20 January, 2025",تجديد اشتراك برنامج ترادوس,55200.0
وزارة البلديات والإسكان,"20 January, 2025",توريد بردورات اسمنتية,249117.6
وزارة التعليم,"20 January, 2025",ترخيص البرامج التي تقدم بنمط التعليم الالكتروني بالكلية التطبيقية,67500.0
وزارة البلديات والإسكان,"20 January, 2025",إزالة أنقاض ومخلفات البناء بالعيساوية والقري التابعة,247679.09
وزارة البلديات والإسكان,"20 January, 2025",توريد بلاط انترلوك,493500.0
وزارة البلديات والإسكان,"20 January, 2025",صيانة دهانات خطوط الشوارع بالعيساوية,246905.0
وزارة الصحة,"20 January, 2025",تأمين HEAD SKIN ELECTRODES,88000.0
وزارة البلديات والإسكان,"20 January, 2025",إعداد واعتماد مخططات السلامة لعدد من مرافق بلدية محافظة الخرج,235865.0
وزارة الرياضة,"20 January, 2025",المشاركة في بطولة دبي المفتوحة للسباحة,24000.0
وزارة الصحة,"20 January, 2025",تقديم خدمة تجهيز وتصميم وإخراج وطباعة التقرير السنوي لهيئة الصحة العامة 2024,49450.0
وزارة البلديات والإسكان,"20 January, 2025",دراسات استراتيجيه للمرافق العامة والاحياء لمحافظه الخرج ,23000000.0
وزارة الصحة,"20 January, 2025", الاحتفاء بيوم التأسيس للمملكة بفرع وزارة الصحة بمنطقة نجران ,498433.0
وزارة الصحة,"20 January, 2025",تأثيث برامج اعتماد المؤسسي لتجمع المدينة المنورة الصحي,1060311.5
وزارة البلديات والإسكان,"20 January, 2025",تامين جهاز مكتبي / سيارة,1978.0
المؤسسة العامة للموانئ,"20 January, 2025",توريد بنر رول أب لميناء جدة الإسلامي,0.0
الهيئة العامة للغذاء والدواء,"20 January, 2025",حجز سكن ومواصلات للمعالي والوفد المرافق داخل المملكة,22840.0
وزارة البلديات والإسكان,"20 January, 2025",تامين خلطة اسفلتيه لبلدية محافظة النبهانية ,62100.0
وزارة البلديات والإسكان,"20 January, 2025",صيانة وقطعيات للمواقع الاستثمارية ببلدية محافظة القرى ,497352.0
وزارة البلديات والإسكان,"20 January, 2025",صيانة المدخل الغربي بالسفانية لبلدية محافظة الخفجي,496708.0
وزارة البلديات والإسكان,"20 January, 2025",اصلاح عامود انارة بطريق الجفر الجشة للمواطن محمد العباد لزوم بلدية الجفر,10189.0
وزارة البلديات والإسكان,"20 January, 2025",استئجار سيارات لبلديه,325192.31
وزارة البلديات والإسكان,"20 January, 2025",صيانة مظلات مواقف البلدية,0.0
وزارة البلديات والإسكان,"20 January, 2025",صيانة للعزل المائي لسطح مبنى بلدية شري,0.0
وزارة البلديات والإسكان,"20 January, 2025",طلب تأمين إطارات لسيارات الأمانة لزوم إدارة التشغيل والصيانة,24840.0
وزارة البلديات والإسكان,"20 January, 2025",توريد زهور موسمية ,97500.0
وزارة البلديات والإسكان,"20 January, 2025",تغيير الثيل الطبيعي الجزء الجنوبي من الحديقة العامة في شري,98037.5
وزارة البلديات والإسكان,"20 January, 2025",ازالة الليات بالمنتزه العام في شري,96900.0
وزارة البلديات والإسكان,"20 January, 2025",إزالة الجزء الجنوبي من الحديقة العامة في شري,97681.0
وزارة الموارد البشرية والتنمية الاجتماعية,"20 January, 2025",تقديم خدمات استشارية للمراجعة الداخلية ,2340250.0
مركز مشاريع البنية التحتية بمنطقة الرياض,"20 January, 2025",خدمة النقل الترددي المرحلة الأولى لموظفي RIPC,0.0
وزارة الموارد البشرية والتنمية الاجتماعية,"20 January, 2025",مراجعة منهجية وأساليب الالتزام في بيئة العمل ,4168875.40000005
وزارة البلديات والإسكان,"20 January, 2025",منافسة عملية تأمين و توريد خرسانة جاهزة لبلدية الرفيعة ,67620.0
وزارة البلديات والإسكان,"20 January, 2025",صيانة واستبدال ربر مطاطي لبعض المضامير وأسفل الألعاب ,890611.75
وزارة البلديات والإسكان,"20 January, 2025",منافسة عملية صيانة أرضيات من المطاط لبلدية الرفيعة ,99820.0
وزارة البلديات والإسكان,"20 January, 2025",منافسة عملية صيانة ألعاب الأطفال بالحدائق العامة لبلدية الرفيعة ,99820.0
وزارة التعليم,"20 January, 2025",تشغيل المحتوي الإعلامي في إدارة الاتصال والاعلام الجامعي ,4923998.7
وزارة البلديات والإسكان,"20 January, 2025",تنفيذ اعمال ديكورات الخشبية وتجهيز مسجد البلدية,96025.0
وزارة التعليم,"20 January, 2025",منافسة نقل أثاث  كليات محافظة عفيف بنين - بنات,48041.25
وزارة الإعلام,"20 January, 2025",الدعم الفني لنظام الرقابة الميدانية,99640.65
وزارة المالية,"20 January, 2025",خدمات النقل ,85000.19
وزارة الطاقة والصناعة والثروة المعدنية,"20 January, 2025",تقديم خدمة اختبار الاختراق للمركز السعودي للشراكات الاستراتيجية الدولية,124200.0
هيئة التأمين,"20 January, 2025",تركيب شاشات وشعار ستل ستيل للهيئة مع أعلام ,93000.04
مشروع المملكة للإفادة من الهدي والأضاحي,"20 January, 2025",توريد وتركيب علم يحمل شعار البنك,6900.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,"20 January, 2025", توريد شهادات رقمية,97500.0
وزارة الصحة,"20 January, 2025",BOA - 322206 - 3203036 - 4215246500600 WATER SOLUBLE LUBRICATING GEL STERILE FOR,115000.0
هيئة تطوير المنطقة الشرقية,"20 January, 2025",إقامة ورشة عمل,91931.0
هيئة تطوير المنطقة الشرقية,"20 January, 2025",حفل تدشين منصة سرد,0.0
هيئة تطوير المنطقة الشرقية,"20 January, 2025",صيانة وتركيب لوحات,99935.0
هيئة تطوير المنطقة الشرقية,"20 January, 2025",صيانة سيارة الهيئة,16371.79
وزارة البلديات والإسكان,"20 January, 2025",عملية منافسة تأمين كفرات معدات ولستك لبلدية اللهابه,74376.25
وزارة البلديات والإسكان,"20 January, 2025", إنشاء مبني البلدية م3,498870.0
وزارة البلديات والإسكان,"20 January, 2025",استئجــار السيــارات - بلديــة محافظــة بدرالجنــوب,1449910.8
وزارة البلديات والإسكان,"21 January, 2025",توريد مجسمات زينة بهوية يوم التأسيس لعام 1446هـ بلدية محافظة المويه ,99705.0
وزارة البلديات والإسكان,"21 January, 2025",الاحتفال بيوم التأسيس لعام 1446هـ - بلدية محافظة المويه ,215625.0
هيئة تطوير منطقة المدينة المنورة,"21 January, 2025", تجهيز جناح الهيئة بالمؤتمر الدولي لمكافحة التصحر COP-١٦,147200.0
وزارة الطاقة والصناعة والثروة المعدنية,"21 January, 2025",تقديم خدمات قانونية ,34500.0
وزارة البلديات والإسكان,"21 January, 2025",توريد اسمنت ,99475.0
وزارة البلديات والإسكان,"21 January, 2025",توريد اسفلت من الطبقة الناعمة لبلدية الخبراء ,99432.45
وزارة البلديات والإسكان,"21 January, 2025",تأمين مواد سباكة لبلدية محافظة رياض الخبراء.,497160.0
وزارة البلديات والإسكان,"21 January, 2025",توريد بردورات,344425.0
وزارة البلديات والإسكان,"21 January, 2025",مشروع مستلزمات الصيانة المباشرة للحاسب الالي في محافظة الجبيل ,298770.0
البيئة والمياه والزراعة,"21 January, 2025",توريد وتركيب عدد 2 ضاغط هواء بالمرحلة الرابعة بمنظومة إنتاج الشعيبة,2448867.5
وزارة البلديات والإسكان,"21 January, 2025",صيانة اللوحات الميجا كوم واليوني بول وطباعة استيكرات لبلدية محافظة المخواة ,449420.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة الأرصفة وفتحات الدوران بطريق الملك فهد وطريق الملك عبدالله بمحافظة حوطة بني تميم,482425.0
وزارة الصحة,"21 January, 2025",توفير المشروبات والمأكولات الخفيفة ومستلزماتها لمنسوبي المعهد,79941.37
وزارة الصحة,"21 January, 2025",تامين احتياج قسم العمليات الجراحية بمستشفى الولادة والاطفال MCH-207,0.0
البيئة والمياه والزراعة,"21 January, 2025",توريد مواد وقطع غيار ميكانيكية - MECHANICAL SEAL OEM PART - للهيئة السعودية للمياه لمنظومة انتاج الوجه,68911.89
وزارة الصحة,"21 January, 2025",اكتشاف الثغرات السيبرانية وتسريب البيانات,1839998.85
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار معدة لمنظومة انتاج الخبر 60016731,6168.6
البيئة والمياه والزراعة,"21 January, 2025",توريد رافعات كهربائية - ENCDR SWIVEL LOCK - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي ,22080.0
البيئة والمياه والزراعة,"21 January, 2025",قطع غيار كهربائية لمنظومة انتاج الجبيل 60016732 بالساحل الشرقي ,14720.0
البيئة والمياه والزراعة,"21 January, 2025",توريد مواد وقطع غيار صمامات ميكانيكية - VLVES BALI - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي ,7187.5
مشروع المملكة للإفادة من الهدي والأضاحي,"21 January, 2025",توريد دروع لادارة الرأس المال البشري,39836.0
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار تكييف لمنظومة انتاج الجبيل 60016733 الساحل الشرقي ,31567.5
وزارة التجارة ,"21 January, 2025",تشغيل وصيانة مبنى الوزارة الرئيسي بطريق الملك عبدالعزيز  وصيانة وتشغيل الحديقة وشبكة الري والنباتات الداخلية,99713.03
وزارة البلديات والإسكان,"21 January, 2025",صيانة واستبدال أعمدة الانارة التالفة بعين دار,98923.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة ومعالجة العلامات والخطوط الأرضية للشوارع بمركز عين دار,0.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين (مستلزمات الضيافة) لبلدية محافظة بقيق ـــ بلدية محافظة بقيق ,0.0
وزارة البلديات والإسكان,"21 January, 2025",توريد وصيانة مجسمات يوم التأسيس بمحافظة ضرية ,79810.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة ومعالجة تمديد مياه الامطار بعين دار,98325.0
البيئة والمياه والزراعة,"21 January, 2025",توريد براغي لمنظومة انتاج رأس الخير 60016735 الساحل الشرقي,14904.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة واشراف على الحدائق والمزروعات والتشجير والري بمحافظة ضرية ,99935.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة الحدائق والمزروعات بجلاجل,498812.5
المركز السعودي لكفاءة الطاقة,"21 January, 2025",تحسين ودعم وتشغيل وصيانة المنصة الإلكترونية لبرنامج تمكين الجهات الحكومية,967207.5
وزارة البلديات والإسكان,"21 January, 2025",تأمين قطع غيار غيار لزوم ادارة التشغيل وصيانة المعدات رقم السيارة (1155-1202-1372-1419),4577.0
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار تبريد لمنظومة انتاج رِأس الخير 60016736 الساحل الشرقي ,63478.85
وزارة البلديات والإسكان,"21 January, 2025",تنفيذ فعالية كشتة طيلة المبادرة ,77625.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين ليات وأدوات زراعية لأعمال الصيانة بالقسم الزراعي ببلدية الزلفي,275523.9
وزارة البلديات والإسكان,"21 January, 2025",توريد نباتات داخلية لبلدية محافظة النبهانية,17997.5
وزارة البلديات والإسكان,"21 January, 2025",تامين وتوريد مكيفات وكراسي,28009.4
البيئة والمياه والزراعة,"21 January, 2025",توريد فريون لمنظومة انتاج الخبر 60016738 الساحل الشرقي ,8445.6
وزارة التعليم,"21 January, 2025",توريد ستائر للمجمع السكني رقم 2 بمستشفى الملك فهد الجامعي بالخبر رقم : 44812,0.0
وزارة البلديات والإسكان,"21 January, 2025",إقامة فعاليات يوم التأسيس ,64975.0
وزارة السياحة,"21 January, 2025",تقديم الخدمات الإدارية لتأهيل كوادر القطاع السياحي,99999.93
البيئة والمياه والزراعة,"21 January, 2025",طلب تسجيل العلامات التجارية ( عالم التمور - مواسم تمورنا ),24150.0
وزارة التعليم,"21 January, 2025",تأمين مدرجات حفل التخرج ,460000.0
البيئة والمياه والزراعة,"21 January, 2025",تركيب وحدتي تناضح عكسي بمحطة تنقية حفر الباطن ,5773000.0
وزارة الموارد البشرية والتنمية الاجتماعية,"21 January, 2025",دراسة الهيكل والدليل التنظيمي لوزارة البيئة والمياه والزراعة بعد التجربة,199985.0
وزارة التعليم,"21 January, 2025",تأمين ورق تصحيح آلي لكلية التمريض,27600.0
وزارة الصحة,"21 January, 2025",توريد نماذج رسمية ومطبوعات وسجلات طبية لمكونات التجمع الصحي بحفر الباطن ,458326.75
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار لمنظومة إنتاج الخبر الساحل الشرقي 60016741,25012.5
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار لمنظومة إنتاج الجبيل الساحل الشرقي 60016743,6555.0
البيئة والمياه والزراعة,"21 January, 2025",توريد قطع غيار لمنظومة إنتاج رأس الخير الساحل الشرقي 60016744,7935.0
البيئة والمياه والزراعة,"21 January, 2025",توريد زيوت صناعية لمنظومة إنتاج رأس الخير الساحل الشرقي 60016745,33810.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين مواد زراعية واسمدة وسنادات خشبية لأعمال الزراعة بروضة هباس والقري التابعة لها,99360.0
وزارة النقل,"21 January, 2025",تأمين سكن لوفد وزارة النقل والخدمات اللوجستية المشارك بمؤتمر الاقتصاد العالمي 2025 في مدينة دافوس السويسرية لمدة 5 أيام,97175.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة الجزيرة الوسطية بالطريق بالعام بالسليعة بالريث,98808.0
وزارة البلديات والإسكان,"21 January, 2025",توريد فوانيس انارة ليد لأعمال الصيانة والكهربائية بالبلدية,97520.0
البيئة والمياه والزراعة,"21 January, 2025",توريد محفظة الباجات لموظفين المركز,9723.25
هيئة التأمين,"21 January, 2025",إجراء الإختبارات اللازمة للتأكد من كفاءة المرشحين   ,126500.0
وزارة النقل,"21 January, 2025",تأمين قاعة اجتماعات لوفد وزارة النقل والخدمات اللوجستية المشارك بمؤتمر الاقتصاد العالمي 2025 في مدينة دافوس السويسرية لمدة يومين ,96255.0
وزارة البلديات والإسكان,"21 January, 2025",تامين زيوت لمعدات الصيانة والنظافة ,98382.5
وزارة النقل,"21 January, 2025",تأمين تنقلات لوفد وزارة النقل والخدمات اللوجستية المشارك بمؤتمر الاقتصاد العالمي 2025 في مدينة دافوس السويسرية لمدة 5 أيام,98900.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة البهو والدور الثالث لمبنى بلدية محافظة القرى ,498657.25
وزارة البلديات والإسكان,"21 January, 2025",صيانة معدات البلدية ,298942.5
وزارة البلديات والإسكان,"21 January, 2025",تأمين قطع الغيار // لزوم سيارة شاصي رقم 1192,9400.0
الهيئة العامة للغذاء والدواء,"21 January, 2025",استئجار مساحة جناح للمشاركة في ليب 25,310155.0
وزارة البلديات والإسكان,"21 January, 2025",صيانة دهانات جدران سور حديقة ملاطس بالريث,99590.0
وزارة الصحة,"21 January, 2025",احتياج تفعيل الأيام العالمية لمؤشرات الأداء لوحدة التواصل الداخلي بفرع وزارة الصحةT1-25,498226.0
وزارة البلديات والإسكان,"21 January, 2025",توريد فلكس وبنر ولوحات لبلدية الصرار,48500.0
وزارة البلديات والإسكان,"21 January, 2025",اشتراك خدمة تم للمركبات ,6095.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين مكعبات من الحجر لبلدية محافظة عيون الجواء,496800.0
البيئة والمياه والزراعة,"21 January, 2025",مشاركة المركز الوطني للنخيل والتمور في موسم ملح القصب لعام2025م,97635.46
وزارة البلديات والإسكان,"21 January, 2025",تأمين كيابل نحاسية لاعمال صيانة الانارة لبلدية محافظة عيون الجواء,499180.5
وزارة البلديات والإسكان,"21 January, 2025",تأمين عشب صناعي لاعمال صيانة الحدائق لبلدية محافظة عيون الجواء ,497375.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين مستلزمات لصيانة الحدائق الساحات لبلدية محافظة عيون الجواء,499389.8
وزارة البلديات والإسكان,"21 January, 2025",صيانة مكيفات مبنى بلدية محافظة عيون الجواء,99072.5
وزارة البلديات والإسكان,"21 January, 2025",تأمين غراء لاعمال الصيانة لبلدية محافظة عيون الجواء,99287.55
وزارة البلديات والإسكان,"21 January, 2025",تأمين اكياس نفايات لبلدية محافظة عيون الجواء,98273.25
الهيئة العامة للطيران المدني,"21 January, 2025",مشروع اجتماع إقليم توزيع المعلومات الأوسط الجنوبي,434477.48
هيئة الرقابة النووية والإشعاعية,"21 January, 2025",التقييم الإكتواري لمكافأة نهاية الخدمة,43470.0
الهيئة العامة للترفيه,"21 January, 2025",خدمات السفر والسياحة والمؤتمرات,4962750.0
وزارة البلديات والإسكان,"21 January, 2025",تخطيط مداخل الهجر التابعة لبلدية يبرين لمعالجة التشوهات البصرية,99187.5
وزارة البلديات والإسكان,"21 January, 2025",توريد كيابل وأسلاك لبلدية محافظة النبهانية,453905.0
وزارة البلديات والإسكان,"21 January, 2025",إعادة تحسين وتجميل مداخل الهجر التابعة لبلدية يبرين,79580.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين وتوريد مطبات صناعية للهجر التابعة لبلدية يبرين,73312.5
وزارة التعليم,"21 January, 2025",بشأن حفل التخرج العاشر لطلاب وطالبات جامعة جدة,584372.5
وزارة البلديات والإسكان,"21 January, 2025",تأمين وتوريد أنترلوك لواجهة الفنادق بحرض,99360.0
وزارة البلديات والإسكان,"21 January, 2025",توريد وتركيب عشب صناعي في الحدائق وممرات لبلدية يبرين,98900.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين وتوريد مصدات حجرية للهجر التابعة لبلدية يبرين,96600.0
وزارة البلديات والإسكان,"21 January, 2025",أستئجار سياراة لبلدية المسيجيد والقاحة ,99360.0
وزارة البلديات والإسكان,"21 January, 2025",تأمين حديد لاعمال الصيانة لبلدية محافظة عيون الجواء,98043.25
وزارة البلديات والإسكان,"21 January, 2025",تجديد برنامج مقيم وتم بلدية القرى ,9315.0
وزارة التعليم,"21 January, 2025",دورات تدريبية في الاستراتيجيات والتخطيط المؤسسي,0.0
وزارة البيئة والمياه والزراعة,"21 January, 2025",رعاية ونظافة مدينة الليمونة الزراعية الاولى ,95520.0
وزارة الطاقة والصناعة والثروة المعدنية,"21 January, 2025",حجز قاعة اجتماعات لورشة عمل قيادة التغيير للتحول التنظيمي,9717.5
مشروع المملكة للإفادة من الهدي والأضاحي,"21 January, 2025", تأمين منتجات كمبيوتر لوحي واكسسوارات,34500.0
البيئة والمياه والزراعة,"21 January, 2025",تأمين محروقات لمركز المكافحة الحيوية وإنتاج النحل الطنان,96848.4
البيئة والمياه والزراعة,"21 January, 2025",تنفيذ أعمال تصنيع وتعبئة وتغليف قطع التمر بالمنطقة الشرقية,55.85
وزارة الموارد البشرية والتنمية الاجتماعية,"21 January, 2025",التدريب والتطوير لمنسوبي المركز الوطني لتنمية القطاع غير الربحي,15117000.0
وزارة المالية,"21 January, 2025",اتفاقية إطارية لتقديم خدمات الأمن للبرنامج والجهات المستفيدة,923991.97
وزارة الصحة,"21 January, 2025",منافسة تأمين مستلزمات وقطع لمواطير الرش التابعة لتجمع نجران الصحي NHC-G-1,495328.0
وزارة البلديات والإسكان,"21 January, 2025",عملية منافسة صيانة البردورات بمركز الفريده التابعه لبلدية اللهابه,0.0
وزارة البلديات والإسكان,"21 January, 2025",عملية منافسة تأمين زيوت وبطاريات لبلدية اللهابه,72720.25
وزارة البلديات والإسكان,"21 January, 2025",منافسة عملية تأمين برنامج مقيم لبلدية الرفيعة ,6670.0
وزارة البلديات والإسكان,"21 January, 2025",الاشتراك ببرنامج تم لانهاء الاجراءات المرورية لسيارات بلدية محافظة ميسان,5800.26
وزارة البلديات والإسكان,"21 January, 2025",تشغيل وتنظيم فعاليات يوم التاسيس 1446هـ بلدية محافظة عيون الجواء ,0.0
وزارة البلديات والإسكان,"22 January, 2025",توريد ليات زينة لبلدية محافظة المويه والمراكز التابعة لها ,498352.5
وزارة البلديات والإسكان,"22 January, 2025",توريد أنظمة الحاسب الالي لبلدية محافظة المويه ,99935.0
وزارة التعليم,"22 January, 2025",تأمين ورق تصحيح آلي لكلية التربية,5175.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 January, 2025",تقديم خدمات تنفيذ مناسبة يوم التأسيس,57730.0
وزارة الصحة,"22 January, 2025",أفقي. وحدة تغذية المستندات عالية السعة: تستوعب حتى 750 ورقة، مما يقلل الحاجة HIGH SPEED AND VOLUME ADF PRODUCTION SCANNER  ,84525.0
وزارة البلديات والإسكان,"22 January, 2025",تامين ديزل لفرع خدمات البلدية بمركز مستورة ,21061.35
وزارة البلديات والإسكان,"22 January, 2025",طلب تامين مواد سباكة ,497860.2
وزارة البلديات والإسكان,"22 January, 2025",تامين بنزين لفرع خدمات البلدية بمركز مستورة ,18992.17
وزارة البلديات والإسكان,"22 January, 2025",صيانة وترميم وتطوير الطريق المؤدي إلى بدائع الأجفر لمعالجة التشوه البصري,2902670.15
وزارة البلديات والإسكان,"22 January, 2025",إعداد دراسات هيدرولوجية لعدة مواقع  بمدينة الأجفر,498943.6
وزارة الصحة,"22 January, 2025","ون ابيض 250 جرام A ورق3 A3 PAPER WHITE, 250 GRAMS, MATTE",29325.0
وزارة البلديات والإسكان,"22 January, 2025",توريد شريط إنارة ليد ألوان مختلفة,96600.0
وزارة الصحة,"22 January, 2025","MULTIPLEX ONE-STEP RT-PCR SYSTEM FOR THE DETECTION OF CHLAMYDOPHILA PNEUMONIAE, MYCOPLASMA PNEUMONIAE, LEGIONELLA PNEUMOPHILA, BORDETELLA PERTUSSIS,AND BORDETELLA PARAPERTUSSIS INCLUDING ALL REAGENT REQUIRED TO PERFORM THE TEST CE",99000.0
وزارة الصحة,"22 January, 2025",تجديد رخص نظام SMARTSHEET لمدة سنة,18064.2
وزارة الصحة,"22 January, 2025","جفت ثنائي القطبين مع تروية براس 0.5 مم 4229492405600 BIPOLAR TIP, DETACHABLE, COMPATIBLE WITH BIPOLAR HANDLE, ASSORTED SIZES, DISPOSABLE, STERILE",50000.0
وزارة الصحة,"22 January, 2025",خطاف تثبيت 5 ملم حاد STAY HOOKS 5MM BLUNT,45000.0
وزارة الصحة,"22 January, 2025",تامين متطلبات حفل المتميزين تجمع الرياض الصحي الاول,39790.0
الهيئة العامة للغذاء والدواء,"22 January, 2025",خطة منهجية لبناء قاعدة البيانات الوطنية لتراكيب الأغذية,73355.05
وزارة البلديات والإسكان,"22 January, 2025",صيانة مضخات وعبارات السيول,1560837.5
وزارة النقل,"22 January, 2025",مشروع أعمال الوقاية من الحريق لمبنى فرع الوزارة بمنطقة عسير,1642890.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة أجهزة حاسب وطابعات والات التصوير,35085.35
وزارة النقل,"22 January, 2025",استئجار سيارات لجولة معالي الوزير بمنطقة عسير ,11040.0
المؤسسة العامة للموانئ,"22 January, 2025",ملابس لادارة الصيانة والعمليات والسلامة البحرية ,37064.5
وزارة البلديات والإسكان,"22 January, 2025",تأمين قطع غيار واستهلاكي لزوم  ادارة التشغيل وصيانة المعدات رقم السيارة (1314-1181-1330),7245.0
وزارة التعليم,"22 January, 2025",بنر مع فريم وفق التصاميم المعتمدة لذكرى التأسيس,278415.0
وزارة المالية,"22 January, 2025",تأمين خدمات الضيافة لهيئة الزكاة والضريبة والجمارك بجميع مناطق المملكة والأمانة العامة للجان الضريبية والمنافذ الجمركية البرية والبحرية والجوية,20994917.5
وزارة الموارد البشرية والتنمية الاجتماعية,"22 January, 2025","مشروع "" مراجعة القوائم المالية للمجلس لعام 2025",115000.0
الهيئة العامة للعقار,"22 January, 2025",شهادة اعتماد Great Place to Work,99705.0
مكتب تحقيق الرؤية,"22 January, 2025",مشروع تقديم الخدمات الهندسية والتصميم المتحفي لمشروع معرض القبلتين,0.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين انترلك لاعمال الصيانة لبلدية محافظة عيون الجواء,499962.5
وزارة البيئة والمياه والزراعة,"22 January, 2025",نقل مجسم من معرض كوب 16 بالرياض الى مقر المؤسسة العامة للري بالأحساء.,6900.0
وزارة التعليم,"22 January, 2025",تأمين قطع غيار لعربات القولف بجامعة الملك عبدالعزيز بجدة ,42320.0
وزارة التعليم,"22 January, 2025",توريد وتركيب شواحن السيارات الكهربائية  بجامعة الطائف,70173.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة عاجلة للغطاسات التابعةلبلدية محافظة الغاط  ,95400.0
وزارة البلديات والإسكان,"22 January, 2025",تأمين كفرات وبطاريات لمعدات البلدية,99590.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة اللوحات الدعائية بامحافظة الغاط والمراكز التابعة لها ,93978.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة معدات وسيارات بلدية محافظة الغاط ,497375.0
وزارة الصحة,"22 January, 2025",ابره مقاس 16 NEEDLE  GAUGE 16 (TWOFER NEEDLE),67760.0
وزارة البلديات والإسكان,"22 January, 2025",توريد مبيدات زراعية وبيطرية ومخبرية,249370.0
وزارة البلديات والإسكان,"22 January, 2025",حضور المؤتمر الدولي الثاني والعشرون لإدارة الأصول والمرافق والصيانة,7500.0
وزارة الصحة,"22 January, 2025","خيوط جراحية فيكريل بلس مقاس 0 مع إبرة V30 SUTURE VICYL PLUS ,SZ 0 NEEDLE CT-1, 36MM 1/2C TAPERPOINT, ANTIBACTERIAL, POLYGLACTIN 910, VIOLET BRAIDED, 70CM, ABSORBABLE",63768.6
وزارة الصحة,"22 January, 2025","ETHILON 9-0, 6.5MM TAPER POINT NEEDLE BV-2, 15CM",54000.0
وزارة الصحة,"22 January, 2025","بطانية للتحكم بحرارة الجسم بعد العمليات، مقاس 152×91 سم للأطفال، استخدام فردي BLANKET, POSTOPERATIVE, SZ 152X91 CM, PEDIATRIC, SINGLE USE",72000.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 January, 2025",توريد ماسورة رديتر ودينمو للمولد الكهربائي,26852.32
هيئة التأمين,"22 January, 2025",تقديم خدمات الكشف الطبي لصالح هيئة التأمين ,159999.5
وزارة البلديات والإسكان,"22 January, 2025",صيانة وحصر البيانات والنسخ الاحتياطي لبلدية محافظة عيون الجواء,31251.25
البيئة والمياه والزراعة,"22 January, 2025",توريد وتركيب أجهزة الحضور والانصراف في مناطق المملكة,99475.0
وزارة التعليم,"22 January, 2025",تأمين حامل سجل أكاديمي رسمي لعمادة القبول والتسجيل ,29400.0
وزارة التعليم,"22 January, 2025",الدعم الفني لنظام إدارة تحويل الحقوق المالية لموظفي الجامعة (البوابة الموحدة للحقوق المالية لموظفي الدولة),734994.9
وزارة البلديات والإسكان,"22 January, 2025",توريد أشجار ومزروعات لبلدية محافظة خليص,0.0
وزارة البلديات والإسكان,"22 January, 2025",صيانة وإعادة تشغيل آبار البلدية,88400.5
وزارة البلديات والإسكان,"22 January, 2025",توريد كفرات وزيوت وبطاريات للبلدية ,379881.8
وزارة البلديات والإسكان,"22 January, 2025",طلب اصلاح الدائرة الكهربائية لزوم سيارات بلديه الجفر,2300.0
البيئة والمياه والزراعة,"22 January, 2025",تأمين محروقات السيارات لوحدة وقاء بمحافظة أشواق التابعة لمنطقة تبوك,99630.0
البيئة والمياه والزراعة,"22 January, 2025",توريد رافعات شوكية يدوية,22137.5
وزارة البلديات والإسكان,"22 January, 2025",توريد مواد لورشة الحدادة لبلدية محافظة النبهانية,79270.65
وزارة التجارة ,"22 January, 2025",الاشتراك في خدمة نبأ,40250.0
وزارة الطاقة والصناعة والثروة المعدنية,"22 January, 2025",استئجار معدة هيدروليكية لصيانة الطائرة بيل 429,64400.0
مشروع المملكة للإفادة من الهدي والأضاحي,"22 January, 2025",خدمات تحسين النظام الاساسي للبنك,115695.75
وزارة البلديات والإسكان,"22 January, 2025",تأمين وتوريد أكياس اسفلت بارد لبلدية محافظة ينبع ,98670.0
