الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة التجارة ,"9 February, 2025",توفير أجهزة تقنية للموظفين,10994.0
وزارة البلديات والإسكان,"9 February, 2025",الصيانة والنظافة المباشرة (توريد أشجار وورود موسميه),98325.0
وزارة البلديات والإسكان,"9 February, 2025",الصيانة والنظافة المباشرة (توريد وصيانة ليات زينه لد وكشافات),0.0
وزارة البلديات والإسكان,"9 February, 2025",الصيانة والنظافة المباشرة (توريد وصيانة وتكريب النخيل وتقليم المصدات الهوائيه),97750.0
وزارة البلديات والإسكان,"9 February, 2025",الصيانة والنظافة المباشرة (صيانه وإزالة ونظافة وتسويه),97750.0
وزارة البلديات والإسكان,"9 February, 2025",الصيانة والنظافة المباشرة (توريد وصيانة بلاط عشوائي),98900.0
وزارة البلديات والإسكان,"9 February, 2025",عملية تأمين كونتر استقبال كبار السن وتوريد صور ولأة الامر حفظهم الله وتامين ماهو مذكور في جدول الكميات لبلدية الللهابه,44562.5
وزارة البلديات والإسكان,"9 February, 2025", صيانة ومعالجة طبقات الاسفلت وبلاعات 940 في محافظة الغاط  والمراكز التابعة لها ,496380.25
وزارة البلديات والإسكان,"9 February, 2025",توريد حاويات نظافة لزوم الصيانة والنظافة المباشرة,61125.38
وزارة البلديات والإسكان,"9 February, 2025",توريد ديزل,98040.19
وزارة البلديات والإسكان,"9 February, 2025",توريد ملابس و كساوي لعمال بلدية الحيانية والبرك,10097.0
وزارة البلديات والإسكان,"9 February, 2025",  إعداد الدراسات وتقييم الأثر البيئي وإصدار الرخص البيئية اللازمة لمردم النفايات الصناعيه المقترح بمحافظة الليث,97750.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة عدد من معدات وأليات بلدية محافظة الليث ,99705.0
وزارة البلديات والإسكان,"9 February, 2025",توريد أسمدة زراعية متنوعة للحدائق,44907.5
وزارة البلديات والإسكان,"10 February, 2025",صيانة وتوريد مواد كيميائية وفلاتر لمحطة التحلية,138115.0
وزارة البلديات والإسكان,"10 February, 2025",صيانة الملاعب التابعة لبلدية محافظة رياض الخبراء,493791.6
وزارة النقل,"10 February, 2025",'طلب تأمين قطع غيار معدات فرع وزارة النقل والخدمات اللوجستيةبمنطقة القصيم,14329.0
وزارة الصحة,"10 February, 2025",تأمين مستلزمات رياضية للبطولة الرمضانية 3225036-322691,96446.0
وزارة البلديات والإسكان,"10 February, 2025",صيانة مضخات سحب مياه الامطار التابعه لبلدية محافظة الليث ,98900.0
البيئة والمياه والزراعة,"10 February, 2025",توريد مواد وقطع غيار ادوات مختبرات لمنظومة انتاج مياه الليث بالساحل الغربي,58782.25
وزارة الصحة,"10 February, 2025",منافسة تامين مستلزمات طبية OXYGEN MASK PEDIATRIC NON REBREATHIN لمستشفيات تجمع نجران الصحي KA-2025-006,498000.0
وزارة البلديات والإسكان,"10 February, 2025",توريد خرسانة بيضاء لاعمال الصيانة بحديقة الحبابة - بلدية محافظة حبونا,97847.75
وزارة التعليم,"10 February, 2025",تأمين خلية لقياس مساحة السطح للمواد الصلبة (BET),14352.0
وزارة البلديات والإسكان,"10 February, 2025",تجهيزات حملة جود المناطق (2),398820.0
وزارة التعليم,"10 February, 2025",تأمين طبليات بلاستيكية لإدارة المستودعات,51232.5
الهيئة العامة للطيران المدني,"10 February, 2025",طباعة دليل المستثمر بورق فاخر,13524.0
البيئة والمياه والزراعة,"10 February, 2025",توريد قطع غيار مواد كهربائيه للهيئة السعودية للمياه منظومات انتاج ينبع والشقيق الساحل الغربي,13708.0
البيئة والمياه والزراعة,"10 February, 2025",توريد قطع غيار تكييف وتبريد للهيئة السعودية للمياه منظومات انتاج ينبع والشقيق الساحل الغربي,46977.5
وزارة البلديات والإسكان,"10 February, 2025",عملية تأمين وتوريد إضاءات زينة  ,297540.02
وزارة النقل,"10 February, 2025",تأمين حاويات تدوير النفايات بمبنى الوزارة الرئيسي,99820.0
البيئة والمياه والزراعة,"10 February, 2025",توريد مواد مختبرات  للهيئة السعودية للمياه منظومة نقل الشقيق الساحل الغربي,9323.74
وزارة البلديات والإسكان,"10 February, 2025",صيانة الحمايات الجانبية بمنتزة الفرشة,95662.75
وزارة النقل,"10 February, 2025",مشروع  توفير متطلبات نظام موجود,66850.0
وزارة البلديات والإسكان,"10 February, 2025",جدول كميات لصيانة مواقع حاضانات البلدية,70029.25
وزارة التعليم,"10 February, 2025",بشان تامين سجادات صلاة لمرافق المستشفى الجامعي ,5980.0
وزارة البلديات والإسكان,"10 February, 2025",استئجار أجهزة ومعدات وآلات أخرى,98716.0
وزارة التجارة ,"10 February, 2025",تأمين نظام المراسلات البريدية المشفرة برق,167325.0
وزارة البلديات والإسكان,"10 February, 2025",صيانة لياسة واجهة مبنى البلدية,98499.8
وزارة البلديات والإسكان,"10 February, 2025",صيانه و توريد و تركيب أعمال الدفاع المدني بالمركز الحضاري وشهادات اعتماد للمبنى الجديد بمحافظه الدلم ,336254.25
وزارة البلديات والإسكان,"10 February, 2025",طلب تأمين إطارات لسيارات الأمانة لزوم الادارة العامة للتشغيل و الصيانة,14490.0
وزارة البلديات والإسكان,"10 February, 2025",تأمين وتوريد ديزل - بلدية محافظة الأسياح,75762.0
مكتب تحقيق الرؤية,"10 February, 2025",إنتاج الخرائط العقارية للنطاق العمراني بالمملكة العربيةالسعودية (منطقة حائل),0.0
وزارة الصحة,"10 February, 2025",تامين ملف طبي م الملك سلمان,96600.0
وزارة البلديات والإسكان,"10 February, 2025",إقامة احتفال يوم التأسيس لعام 1446 هـ بمدينة الأجفر,299575.0
وزارة البلديات والإسكان,"10 February, 2025",توريد وزراعة شتلات متنوعة,24983.75
وزارة البلديات والإسكان,"10 February, 2025",صيانة مبنى البلدية,98739.0
وزارة البلديات والإسكان,"10 February, 2025",توريد اسفلت بارد لزوم معالجة الحفر ,293250.0
وزارة البلديات والإسكان,"10 February, 2025",توريد دهانات لبلدية بني سعد,99411.75
وزارة البلديات والإسكان,"10 February, 2025",توريد صناديق للحجر من حديد التسليح لتحسين الساحات البلدية ,296125.0
المكتب الإستراتيجي لتطوير منطقة جازان,"10 February, 2025",مشروع استدامة الاعمال لمسك السجلات المحاسبية وإصدار القوائم المالية ,299000.0
وزارة البلديات والإسكان,"10 February, 2025", توريد اصابع ليدات ببلدية الصلصلة ,295550.0
