الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة التعليم,"6 February, 2025",متطلبات تكريم لجنة الاتفاقيات ,10913.5
وزارة التعليم,"6 February, 2025",بشأن طلب شراء كفرات لسيارات الجامعة لاحتياج ادارة الحركة,96197.5
وزارة التعليم,"6 February, 2025",تأمين أغلفة شهادات نوع فاخر,10810.0
المؤسسة العامة للموانئ,"6 February, 2025",مشروع منافسة توريد قطع غيار لجهاز تفتيش الأمتعة  ,67850.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة العبارة بالمدخل الشمالي ,92908.5
جهات خاصة بمنافسات,"6 February, 2025", تقديم الخدمات الاحترافية لبناء وتمكين وتهيئة أنظمة مركز التعافي من الكوارث للهيئة,4485000.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة و استبدال بنرات لبلدية محافظة البكيرية ,62100.0
وزارة البلديات والإسكان,"6 February, 2025",توريد اطارات وزيوت وبطاريات ,398718.8
وزارة البلديات والإسكان,"6 February, 2025",مشروع دراسات لعبارة طريق الملك عبدالله لدرء اخطار السيول بجلاجل,494988.75
وزارة الموارد البشرية والتنمية الاجتماعية,"6 February, 2025",توريد وتفصيل بدل الأمن والسلامة وملحقاتها بوزارة الموارد البشرية والتنمية الاجتماعية بكافة مناطق المملكة,482414.65
وزارة البلديات والإسكان,"6 February, 2025",صيانة خطوط السلامة المرورية بالخشيبي,46402.5
وزارة التعليم,"6 February, 2025",مشروع زيادة المساحة التخزينية لمساحة GOOGLE,99250.0
البيئة والمياه والزراعة,"6 February, 2025",تجديد الدعم الفني لنظام السلامة (SAP EHS),880474.5
وزارة الصحة,"6 February, 2025",منافسة تامين مستلزمات طبية DIAPER عدة مقاسات لمستشفيات تجمع نجران الصحي KA-2025-005,499000.0
وزارة التعليم,"6 February, 2025",توريد كرسي متحرك لقسم الطوارئ بمستشفى الملك فهد الجامعي بالخبر رقم : 49482,70000.0
مشروع المملكة للإفادة من الهدي والأضاحي,"6 February, 2025",تحسينات لنظام الموارد المؤسسية,64095.0
وزارة الصحة,"6 February, 2025",فعالية يوم التأسيس السعودي 2025م بمجمع الملك عبدالله الطبي ومستشفى الولادة والاطفال التخصصي ومركز طب الاسنان,67993.75
وزارة البلديات والإسكان,"6 February, 2025",توريد خرسانة أسفلتية ساخنه - بلدية محافظة الرس,2028657.5
وزارة البلديات والإسكان,"6 February, 2025",عملية توريد مواد قسم صيانة المرافق والحدائق,496754.0
وزارة الصحة,"6 February, 2025",إستكمال إجراءات التصريح البيئي لعدد (2) منشأة مجمع الملك عبدالله الطبي ومستشفى الولادة والاطفال التخصصي بجدة,33350.0
وزارة الصحة,"6 February, 2025",تأمين فعالبة يوم التأسيس بمستشفى شرق جدة,29998.9
وزارة البلديات والإسكان,"6 February, 2025",توريد مجسمات مضيئة لبلدية قيا,99475.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة خزانات المياه ومضخاتها,141795.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة دوار ابو يحيى ,496869.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة وتطوير الجزيرة الوسطية والكتل الخرسانية لمدخل طريق الصناعية,498737.75
وزارة البلديات والإسكان,"6 February, 2025",صيانة وتشغيل عدد (2) مصاعد لمباني بلدية محافظة  البدائع ,41400.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"6 February, 2025",توريد وتركيب ادراج ورفوف لتطوير معمل أبحاث الأحياء الدقيقة في مبنى 17 بمدينة الرياض,11270.0
وزارة البلديات والإسكان,"6 February, 2025",توريد كفرات وبطاريات لسيارات ومعدات البلدية,259911.5
الهيئة السعودية للبيانات والذكاء الاصطناعي,"6 February, 2025",توريد دوائر اتصال دولي,99992.5
وزارة التعليم,"6 February, 2025",تأمين وتجديد الرخص التعليمية لمنصة التعليم الالكتروني future  x,640406.25
وزارة الاقتصاد والتخطيط,"6 February, 2025",توفير مطبوعات لوزارة الاقتصاد والتخطيط 2025م,99992.5
وزارة البلديات والإسكان,"6 February, 2025",تأمين كفرات للمعدات والات بالبلدية ,99532.5
وزارة الطاقة والصناعة والثروة المعدنية,"6 February, 2025",توريد تامين  استاند أكريليك شفاف ,2999.2
وزارة البلديات والإسكان,"6 February, 2025",توريد اسمنت لبلدية محافظة ضرية ,93380.0
وزارة البلديات والإسكان,"6 February, 2025",توريد مبيدات واسمدة زراعية لبلدية محافظة ضرية,14636.05
وزارة البلديات والإسكان,"6 February, 2025",توريد مجسمات متعددة الاشكال والمقاسات لتحسين وتجميل بعض المواقع,98670.0
وزارة البلديات والإسكان,"6 February, 2025",توريد لصيانة مجسمات لشهر رمضان لبلدية محافظة ضرية,99001.2
البيئة والمياه والزراعة,"6 February, 2025",توريد مواد كيميائية لمنظومة انتاج مياه املج بالساحل الغربي,18400.0
البيئة والمياه والزراعة,"6 February, 2025",توريد مواد كيميائية لمنظومة انتاج مياه الشقيق بالساحل الغربي,73945.0
وزارة البلديات والإسكان,"6 February, 2025",اقامة احتفال يوم التأسيس لعام 1446,298885.0
مجلس الوزراء,"6 February, 2025",استبدال موكيت الدور الأول الجهة الشرقية للمرة الثانية ,0.0
وزارة البلديات والإسكان,"6 February, 2025",توريد محروقات بنزين 91  لبلدية أضم,73460.0
وزارة البلديات والإسكان,"6 February, 2025",فعاليات إفتتاح منتزة المطل والممشى ,97750.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة حاويات النفايات,99762.5
وزارة الطاقة والصناعة والثروة المعدنية,"6 February, 2025",توريد مواد كهربائية ,0.0
وزارة البلديات والإسكان,"6 February, 2025",توريد محروقات ديزل لبلدية أضم,42985.0
وزارة البلديات والإسكان,"6 February, 2025",توريد أكياس نفايات لبلدية أضم,66700.0
وزارة الإعلام,"6 February, 2025",تأمين عدد (5) خمسة دواليب لحفظ الملفات.,6037.5
مكتب تحقيق الرؤية,"6 February, 2025",معايرة أجهزة القياس والفحص المتنقل,0.0
وزارة البلديات والإسكان,"6 February, 2025",تأمين بنرات ومطبوعات ليوم التأسيس 2025م ,99736.05
وزارة البلديات والإسكان,"6 February, 2025",تأمين بنرات مطبوعات لبلدية محافظة رأس تنورة ,99248.34
وزارة الاقتصاد والتخطيط,"6 February, 2025",تقديم خدمات استشارية لتطوير توازن الاستراتيجيات المؤسسية الشاملة,20000000.0
وزارة البلديات والإسكان,"6 February, 2025",توريد وتأمين مواد كهرباء لبلدية عين دار,0.0
وزارة التعليم,"6 February, 2025",تأمين بدلات رسمية لحراس الامن ,97865.0
البيئة والمياه والزراعة,"6 February, 2025",تغطية إعلامية للبطولة الوطنية لجمال الخيل بمركز الملك عبدالعزيز للخيل العربية الاصيلة ,96968.0
وزارة البلديات والإسكان,"6 February, 2025",توريد وتركيب خزانات مع تمديد شبكة المياه التابعة لبلدية عين دار,95392.5
وزارة البلديات والإسكان,"6 February, 2025",اصلاح سيارات متنوعة لزوم الإدارة العامة للحركة والدعم اللوجستي-أمانة المنطقة الشرقية,97681.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة وتوريد وتركيب سارية اعلام,99820.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة وتوريد وتركيب لوحات بنر ومجسمات بالشوراع والميادين,98578.0
وزارة البلديات والإسكان,"6 February, 2025",توريد ليات زينة,98376.75
وزارة الموارد البشرية والتنمية الاجتماعية,"6 February, 2025",تعزيز قدرات الهيئة في البحث والابتكار,3417800.0
وزارة الصحة,"6 February, 2025",منافسة تأمين زيوت وشحم وغسيل لمركبات المستشفيات بالمحافظات التابعة لتجمع نجران الصحي ADER-2025-001,499749.75
وزارة البلديات والإسكان,"6 February, 2025",توريد مواد لصيانة الأرصفة في محافظة الخرج,390310.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة واستبدال التالف من المجسمات يوم التأسيس ولشهر رمضان المبارك لعام 1446,94944.0
وزارة التعليم,"6 February, 2025",احتياج مصليات الكليات الجامعية بالمحافظات,68581.25
وزارة البلديات والإسكان,"6 February, 2025",تنفيذ الفعاليات الرسمية - يوم التأسيس وعيد الفطر 1446 - لبلدية محافظة الزلفي,447749.05
وزارة النقل,"6 February, 2025",استئجار مركبة بغرض زيارة لدولة الكويت ,18002.1
وزارة البلديات والإسكان,"6 February, 2025",توريد خلطة اسفلت لصيانة الطرق لبلدية محافظة الخرج,821617.5
وزارة البلديات والإسكان,"6 February, 2025",صيانة جدارية على طريق الملك سعود بالقرب من قلعة مارد تتضمن أعمال هوية يوم التأسيس,99664.75
وزارة البلديات والإسكان,"6 February, 2025",توريد أدوات ومواد زراعة للحدائق والمسطحات الخضراء,297102.5
وزارة البلديات والإسكان,"6 February, 2025",توريد أسمدة ومواد معالجة الحشائش لبلدية محافظة دومة الجندل,297850.0
وزارة البلديات والإسكان,"6 February, 2025",توريد أدوات حدادة لبلدية بني سعد ,98611.35
وزارة الصحة,"6 February, 2025",فعالية يوم التأسيس 2025م,98325.0
وزارة البلديات والإسكان,"6 February, 2025",توريد بذور لمشتل بلدية محافظة دومة الجندل,297850.0
الهيئة العامة للعقار,"6 February, 2025",مشروع خدمات اكتوارية لمنافع الموظفين  عن السنة المنتهية في 30/12/2024م,0.0
وزارة البلديات والإسكان,"6 February, 2025",تسوية ترابية وتمهيد لقطع استثمارية بمحافظة دومة الجندل لزيادة إقبال المستثمرين ,299400.0
وزارة البلديات والإسكان,"6 February, 2025",توريد أشجار لبلدية محافظة دومة الجندل,296240.0
وزارة البلديات والإسكان,"6 February, 2025",توريد مواد صيانة حصادات النجيل,297643.0
جهات خاصة بمنافسات,"6 February, 2025",تنظيم وترتيب احتفال يوم التأسيس لعام 2025 بمجمع إرادة والصحة النفسية بجدة - خدمات ارادة,19980.68
وزارة البلديات والإسكان,"6 February, 2025",نقل جثمان متوفي ,12000.0
الهيئة العامة للمنافسة,"6 February, 2025",توفير الاشتراك في منصة لمتابعة أسعار السلع في المملكة العربية السعودية وبعض دول الخليج,323030.4
صندوق التعليم العالي الجامعي,"6 February, 2025",تحرير وتصميم وإخراج محتوى التقرير السنوي للعام 2024م لصندوق التعليم العالي الجامعي,56350.0
وزارة التعليم,"6 February, 2025",احتياج قسم النواتج الطبيعية لمعامل الطلاب من مستلزمات طبية ومحاليل لكلية الصيدلة,96979.5
وزارة الاقتصاد والتخطيط,"6 February, 2025",الاشتراك في منصة إلكترونية لتقديم خدمة الإعلان عن وظائف ,1336620.93
وزارة البلديات والإسكان,"6 February, 2025",عمل صيانة لأرصفة خلف مسجد الحديقة الشرقية,99613.0
مكتب تحقيق الرؤية,"6 February, 2025",الإشراف الهندسي علي مشروع تنفيذ المعالجات المستدامة وإعادة التأهيل للطرق والمحاور الرئيسية بالمناطق ذات الأولوية  بمدينة حائل ( المنطقة المركزية )  ,0.0
وزارة الصحة,"6 February, 2025",فعالية يوم التأسيس السعودي 2025م لتجمع جدة الصحي الثاني,28934.0
وزارة البلديات والإسكان,"6 February, 2025",تأمين مواد لقسم الزراعة,98962.1
وزارة الصحة,"6 February, 2025",EXPANSION OF BANDAGE ROOM AT PRIMARY HEALTH CARE CENTER-ALWADI,90781.0
البيئة والمياه والزراعة,"6 February, 2025",تقديم خدمات الاشراف الهندسي لاستلام سور مبنى المركز الوطني للنخيل والتمور بالاحساء,68827.5
وزارة الصحة,"6 February, 2025",احتفالية يوم التأسيس للتجمع ومستشفى عسير المركزي,63135.0
وزارة البلديات والإسكان,"6 February, 2025",توريد أدوات صيانة ونظافة لحاجة أعمال الصيانة - بلدية الارطاوية ,118300.5
وزارة البلديات والإسكان,"6 February, 2025",توريد أدوات حداده لبلدية الارطاوية ,57816.25
وزارة الصحة,"6 February, 2025",تأمين حفل ختامي لأنجازات أقسام إدارة الخدمات الطبية المساعدة بمستشفى شرق جدة لعام 2025,26105.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة وإصلاح سيارات بلدية القريع بني مالك ,249998.5
وزارة النقل,"6 February, 2025",نظام علاقات العملاء والتواصل الاجتماعي ,24599224.5
هيئة تطوير الأحساء ,"6 February, 2025",مشروع أقامة ورشة عمل لتطوير الموظفين ,42262.5
هيئة تطوير الأحساء ,"6 February, 2025",تجهيز منصة عرض الهيئة في ملتقى الطرق والنقل بالمنطقة الشرقية,57500.0
وزارة السياحة,"6 February, 2025",تقديم الخدمات الاستشارية لتطوير وإعداد مفهوم جوائز السياحة العالمية,15720000.0
المؤسسة العامة للموانئ,"6 February, 2025",تجهيز إحتفالية يوم التأسيس لعام 2025م بميناء ينبع التجاري  ,33235.0
وزارة الصحة,"6 February, 2025",تأمين مرتبة سرير غير طبية احتياج مستشفى الجبيل العام,9150.0
وزارة البلديات والإسكان,"6 February, 2025", تأهيل وتدعيم قنوات السيول ببريدة,19483300.0
البيئة والمياه والزراعة,"6 February, 2025",توريد بطاقات تعريفية للموظفين بمركز وقاء ,0.0
وزارة الصحة,"6 February, 2025","A LUXURY CAMP WITH ITS ACCESSORIES, INCLUDING ACTIVITIES",47322.5
مكتب تحقيق الرؤية,"6 February, 2025", تأهيل المنشآت الصغيرة والمتوسطة واستقطاب الشركاء,0.0
المركز الوطني للتخصيص,"6 February, 2025",مشروع صيانة ودعم كاميرات المراقبة بمقر المركز الوطني للتخصيص,17480.0
وزارة البلديات والإسكان,"6 February, 2025",صيانة المولدات البلدية القفل,99532.5
وزارة البلديات والإسكان,"6 February, 2025", نظافة وازالة الزحف الرملي بقرية عذفاء,299000.0
وزارة البلديات والإسكان,"6 February, 2025",معالجة مظاهر التشوه البصري وازالة المخلفات مجهولة المصدر بصوير,299000.0
وزارة البلديات والإسكان,"6 February, 2025",منافسة تأمين وتوريد مستلزمات يوم التأسيس السعودي ,0.0
وزارة البلديات والإسكان,"7 February, 2025",توريد وتركيب لوحات لتعليمات ممشى الأمير سلطان بمليجة ,24805.5
وزارة البلديات والإسكان,"7 February, 2025",تجهيز احتفالية يوم التأسيس لبلدية الحيانية والبرك ,32660.0
وزارة البلديات والإسكان,"8 February, 2025",تجهيز فعاليات الاحتفال بعيد الفطر المبارك قسم الخدمات بلدية محافظة المويه ,93725.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة الجزر الجانبية لكبري ساق لبلدية محافظة رياض الخبراء,498180.0
وزارة النقل,"9 February, 2025",تأمين قطع غيار جيب لكزس فرع وزارة النقل والخدمات اللوجستية بمنطقة مكة المكرمة ,4381.5
الهيئة الملكية للجبيل وينبع,"9 February, 2025",توفير منسوجات غرف المرضى ببرنامج الخدمات الصحية بالهيئة الملكية بينبع,0.0
وزارة البلديات والإسكان,"9 February, 2025",توريد دهانات,247480.0
وزارة النقل,"9 February, 2025",طلب تأمين زيوت معدات وسيارات فرع وزارة النقل والخدمات اللوجستية بمنطقة القصيم,67551.0
وزارة النقل,"9 February, 2025",طلب تأمين كفرات سيارات فرع وزارة النقل والخدمات اللوجستية بمنطقة القصيم,11224.0
وزارة النقل,"9 February, 2025",طلب تأمين كفرات وبطاريات معدات فرع وزارة النقل والخدمات اللوجستية بمنطقة القصيم,29325.0
وزارة البلديات والإسكان,"9 February, 2025",تامين ديزل لمحطة بلدية محافظة رابغ,51525.75
وزارة الموارد البشرية والتنمية الاجتماعية,"9 February, 2025",مشروع الدعم اللوجستي لأنشطة وفعاليات المجلس الوطني للسلامة والصحة المهنية لعام 2025,4892675.0
وزارة التعليم,"9 February, 2025",توفير كراتين تخزين ,0.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة وتركيب المجسمات واللوحات لشهر رمضان وعيد الفطر بمركز السهي,49680.0
وزارة التعليم,"9 February, 2025",تفصيل وتوريد ملابس لفنين ورشة السيارات,8194.9
وزارة الصحة,"9 February, 2025",تأمين وتوريد قطع غيار مركبات لفرع وزارة الصحة بالمنطقة  ADR-25-2,495995.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة الألعاب بالواجهة البحرية بالسهي,99532.5
وزارة البلديات والإسكان,"9 February, 2025",قطع غيار الاجهزة ولالات والمعدات والمضخات ,16629.0
وزارة البلديات والإسكان,"9 February, 2025",توريد أكياس نفايات ,163875.0
وزارة البلديات والإسكان,"9 February, 2025",توريد وتركيب لوحات في القرى التابعة للبلدية ,49940.0
وزارة البلديات والإسكان,"9 February, 2025",قطع غيار وسائط النقل ,99958.0
وزارة النقل,"9 February, 2025",تامين قطع غيار لزوم عدد 13سيارة تابعة لفرع وزارة النقل والخدمات اللوجستية بالرياض,20861.0
وزارة البلديات والإسكان,"9 February, 2025",تامين مستلزمات مكتبة ,49565.0
وزارة البلديات والإسكان,"9 February, 2025",قطع غيار الاجهزة ولالات والمعدات والمضخات ,99889.0
وزارة البلديات والإسكان,"9 February, 2025",تأمين زيوت وفلاتر ,50119.53
وزارة البلديات والإسكان,"9 February, 2025",تأمين ملابس لعمال البلدية                             ,21891.4
وزارة البلديات والإسكان,"9 February, 2025",تأمين بنزين لمحطة البلدية 2 ,80187.6
وزارة البلديات والإسكان,"9 February, 2025",تأمين ديزل لمحطة البلدية 2                         ,63620.0
وزارة البلديات والإسكان,"9 February, 2025",بشأن صيانة الشوارع لبلدية الفوارة,484230.5
وزارة التعليم,"9 February, 2025",تأمين بعض الكساوي لحاجة المدينة الطبية,195960.0
وزارة البلديات والإسكان,"9 February, 2025",بشأن تأمين (راديو خارجي لجهاز ترمبل ) لبلدية الفوراة,25300.0
وزارة التعليم,"9 February, 2025",مشروع توريد رخص برنامج محرك سير الأعمال بجامعة الأميرة نورة بنت عبد الرحمن ,81766.15
وزارة البلديات والإسكان,"9 February, 2025",صيانة دهانات مباني ومرافق بلدية جلاجل,99130.0
الهيئة الملكية للجبيل وينبع,"9 February, 2025",توريد قطع غيار السيارات التشغيلية,138184.0
وزارة البلديات والإسكان,"9 February, 2025",تامين محروقات ديزل لبلدية محافظة طبرجل,298288.0
وزارة البلديات والإسكان,"9 February, 2025",عملية تزيين الشوارع  بهوية يوم التأسيس بمحافظة طريف,97980.0
وزارة الصحة,"9 February, 2025",برامج تدريب موسم الحج والعمرة,2498950.0
وزارة البلديات والإسكان,"9 February, 2025",احتفالات يوم التأسيس لعام 2025م ,159850.0
وزارة الصحة,"9 February, 2025",مشروع الترجمة لمجلس الضمان الصحي,23575.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة لوحات لبلدية محافظة القنفذة ,79892.8
البيئة والمياه والزراعة,"9 February, 2025",تأمين هدايا لحفل المتقاعدين لعام 1446هـ,97520.0
وزارة البلديات والإسكان,"9 February, 2025",ترشيح لبرنامج محترف الحوكمة,19600.0
وزارة البيئة والمياه والزراعة,"9 February, 2025",	توريد كساوي العاملين بالإدارة العامة,60667.1
وزارة البلديات والإسكان,"9 February, 2025",طلب الإدارة العامة لإكرام الموتى بنقل جثمان خارج مدينة الدمام-أمانة المنطقة الشرقية,95003.8
وزارة التعليم,"9 February, 2025",تأمين سيارة خاصة لسعادة وكيل الجامعة للأعمال والشراكة المجتمعية,520145.0
وزارة البلديات والإسكان,"9 February, 2025",توعية بأدوار الإدارة العامة للحوكمة والمخاطر والالتزام والمراجعة الداخلية,82133.92
وزارة البلديات والإسكان,"9 February, 2025",صيانة أنظمة الحاسب الالي,92000.0
وزارة البلديات والإسكان,"9 February, 2025",الدعم الفني والاشراف على مشاريع البلدية,99774.0
وزارة الاقتصاد والتخطيط,"9 February, 2025",تطوير استراتيجية الهيئة العامة للإحصاء ,14950000.0
وزارة النقل,"9 February, 2025",تأمين مقر الاجتماع بمناسبة إعادة ترشح المملكة لعضوية مجلس الإدارة ومجلس الاستثمار لاتحاد البريد العالمي للفترة 2026م – 2029م ليوم واحد الخميس 27/02/2025م  بمدينة بيرن السويسرية  ,22885.0
وزارة النقل,"9 February, 2025",تأمين حفل غداء بمناسبة إعادة ترشح المملكة لعضوية مجلس الإدارة ومجلس الاستثمار لاتحاد البريد العالمي للفترة 2026م – 2029م ليوم واحد الخميس 27/02/2025م بمدينة بيرن السويسرية  ,84870.0
وزارة البلديات والإسكان,"9 February, 2025",توريد ديزل لمعدات بلدية محافظة القنفذة ,99510.0
الهيئة العامة للغذاء والدواء,"9 February, 2025",تأمين مواصلات لمعالي الرئيس والوفد المرافق في بروكسل,97935.0
وزارة النقل,"9 February, 2025",تأمين هدايا تذكارية بمناسبة يوم التأسيس لأعضاء مجلس الإدارة ومجلس الاستثمار لأتحاد البريد العالمي,96500.5
الهيئة العامة للغذاء والدواء,"9 February, 2025",تأمين سكن وقاعة اجتماعات لمعالي الرئيس والوفد المرافق في مدينة بروكسل,91896.0
وزارة البلديات والإسكان,"9 February, 2025",توريد بطحاء و اسمنت و بلوك وطوب صغير  لبلدية محافظة القنفذة,43987.5
وزارة البلديات والإسكان,"9 February, 2025",صيانة معدات لبلدية محافظة القنفذة ,83375.0
وزارة الصحة,"9 February, 2025",تأمين على سيارات الاسعاف لتجمع جدة الصحي الثاني,14697.0
وزارة البلديات والإسكان,"9 February, 2025",توريد مستلزمات يوم التأسيس لبلدية محافظة القريات,81300.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة العاب اطفال ,95486.8
وكالة الفضاء السعودية,"9 February, 2025",تطوير اعمال إدارة المخاطر و الامتثال و استمرارية الاعمال,2350312.5
وزارة الصحة,"9 February, 2025",مشـروع دعـم المركز الإعلامي للحج والعمرة,1658875.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة واستبدال التالف من مجسمات الجمالية بمركز القفل,99647.5
الهيئة الملكية للجبيل وينبع,"9 February, 2025",توريد مواد ومستلزمات مكتبية ,91885.0
وزارة التعليم,"9 February, 2025",تأمين مشالح وعبايات التخرج للدفعة الثامنة عشر بالجامعة ,189152.0
وزارة البلديات والإسكان,"9 February, 2025",مشروع صيانة الطرق الرابطة بالقرى والهجر التابعة للمحافظة والمنفذة عن طريق البلدية ببلدية محافظة تيماء ,491855.0
وزارة البلديات والإسكان,"9 February, 2025",تأمين حاويات حديد لبلدية محافظة طبرجل,299000.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة وطباعة وتركيب لوحات يونبول ليوم التأسيس,99912.0
وزارة البلديات والإسكان,"9 February, 2025",توريد مجسمات جمالية ,99946.5
وزارة المالية,"9 February, 2025",توريد سماعات قسم التحقيقات 2025 ,86629.5
وزارة البلديات والإسكان,"9 February, 2025", توريد وتركيب لوحات فليكس وبنرات,248837.0
وزارة البلديات والإسكان,"9 February, 2025",احتفال يوم التأسيس  ببلدية محافظة الدوادمي,299920.0
وزارة البلديات والإسكان,"9 February, 2025",توريد أعمدة ديكورية وفوانيس لبلدية محافظة رياض الخبراء,498295.0
وزارة النقل,"9 February, 2025",تامين كفرات وقطع غبار لسيارت فرع وزارة النقل بمنطقة المدينة المنورة رقم 1,27876.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة لوحات الموبي والاستيل واليونوبل بالشوارع,98716.0
وزارة البلديات والإسكان,"9 February, 2025",تأهيل مرافق البلدية الرئيسية ليوم التأسيس,95910.0
مدينة الملك عبدالله للطاقة الذرية والمتجددة,"9 February, 2025",توزيعات لتنفيذ الحملة التوعوية لنظام الأداء الوظيفي,29959.77
وزارة البلديات والإسكان,"9 February, 2025",تأمين قطع غيار معدات والالات ,59961.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة مرافق دار الضيافة التابعة لبلدية الهدار ,142485.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة مرافق دورات المياه التابعة لحدائق بلدية الهدار,228861.5
وزارة التجارة ,"9 February, 2025",تقديم خدمة النقل الترددي لمنسوبي الهيئة العامة للتجارة الخارجية  ,94500.0
وزارة البلديات والإسكان,"9 February, 2025",اقامة احتفالات ليوم التأسيس لعام 1446 هـ,82731.0
وزارة البلديات والإسكان,"9 February, 2025",توريد آلات و معدات زراعية,54280.0
البيئة والمياه والزراعة,"9 February, 2025",إقامة مهرجان البحر الأحمر الدولي لجمال الخيل العربية الأصيلة خلال الفترة 20-24 فبراير 2025م,98000.0
وزارة الصحة,"9 February, 2025",تأمين ملصق حراري لطباعة الباركود  لمستشفى العيون التخصصي بالظهران,3220.0
وزارة البلديات والإسكان,"9 February, 2025",توريد و تركيب انظمة حريق,0.0
وزارة البلديات والإسكان,"9 February, 2025",توريد اسمدة ومبيدات زراعية /بلدية محافظة الرس,367080.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"9 February, 2025",توريد وتركيب مقياس السعرات الحرارية لتحديد الكربونات في مدينة الملك عبدالعزيز للعلوم والتقنية,58638.5
وزارة البلديات والإسكان,"9 February, 2025",توريد مجسمات ليوم التأسيس لبلدية محافظة بقيق ـــ بلدية محافظة بقيق ,98900.0
وزارة الصحة,"9 February, 2025",تأمين ملصق حراري لمستشفى راس تنورة العام,0.0
وزارة البلديات والإسكان,"9 February, 2025",تأمين وتوريد بذور وأسمدة لصيانة الحدائق ,29974.75
وزارة الصحة,"9 February, 2025",مبادرة الحملة الوطنية امش 30 لإدارة الاعلام بفرع وزارة الصحة بنجران ,228827.0
هيئة تطوير منطقة المدينة المنورة,"9 February, 2025",توريد وتركيب قطع استهلاكية مع صيانة شاملة سيارة مرسيدس للهيئة ,75023.6
وزارة البلديات والإسكان,"9 February, 2025",توريد اختام ومواد مكتبية للبلدية ,59455.0
وزارة البلديات والإسكان,"9 February, 2025",توريد اشكال ومجسمات جمالية ليوم التاسيس,92575.0
وزارة الصحة,"9 February, 2025",تنظيم حفل معايدة عيدر الفطر المبارك لشبكة القطيف الصحية لعام 1446,39100.0
وزارة الصحة,"9 February, 2025",تأمين متطلبات يوم التأسيس لعام 2025م لمجمع الدمام الطبي ,56347.7
وزارة البلديات والإسكان,"9 February, 2025",توريد خرسانة مطبوعة ,98440.0
مركز مشاريع البنية التحتية بمنطقة الرياض,"9 February, 2025",تجديد خدمة مركز الاتصال و إدارة البلاغات لمدة 6 أشهر,99935.0
الهيئة الملكية للجبيل وينبع,"9 February, 2025",توريد زيوت سيارات,19375.2
مركز مشاريع البنية التحتية بمنطقة الرياض,"9 February, 2025",تقديم الخدمات الاستشارية لإدارة المشاريع,4603816.94
الهيئة الملكية للجبيل وينبع,"9 February, 2025",توريد بطاريات سيارات,0.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة أليات ثقيلة لبلدية العرضية الشمالية ,99705.0
وزارة المالية,"9 February, 2025",  تقديم خدمات احترافية في التحليل و التصميم للأنظمة التقنية  ,13604212.5
وزارة الصحة,"9 February, 2025",منافسة تأمين كفرات لمركبات المراكز الخارجية التابعة لتجمع نجران الصحي NHC-1,498755.0
هيئة تطوير المنطقة الشرقية,"9 February, 2025",توريد رخص لأدوات عمل التقارير وعرض البيانات,19666.15
وزارة الصحة,"9 February, 2025",منافسة تأمين زيوت وشحم وغسيل للمركبات بالخدمات والتجمع ADER-2025-0002,498502.0
وزارة المالية,"9 February, 2025",تجديد الاشتراك في منصة سبراوت سوشيال ,1099998.0
وزارة البلديات والإسكان,"9 February, 2025",صيانة اللوحات بالميادين والدوارات والشوارع بالمحافظة,98900.0
وزارة البلديات والإسكان,"9 February, 2025",اقامة فعاليات يوم التأسيس واحتفالات عيد الفطر المبارك ,439127.5
مجلس الوزراء,"9 February, 2025",استئجار سيارة لمكتبة فهد الوطنية ,11615.0
وزارة الإعلام,"9 February, 2025",برنامج مشورة الموسم الأول الجزء الثاني ,6554310.0
الهيئة العامة للطيران المدني,"9 February, 2025",تجهيز وتأمين مستلزمات احتفالية يوم التأسيس,58029.0
وزارة التجارة ,"9 February, 2025",المتسوق الخفي ورحلة العميل 2025,1850764.0
هيئة المحتوى المحلي والمشتريات الحكومية,"9 February, 2025",توريد وتجديد رخص الامن السيبراني لعام 2025م,2891583.0
وزارة البلديات والإسكان,"9 February, 2025",توريد قطع غيار سيارات البلدية,38295.0
هيئة تطوير الأحساء ,"9 February, 2025",توفير 2 قاعدة تلفزيون,1955.0
