الجهة الرئيسية,اسم المنافسة,تاريخ الترسية,قيمة الترسية
وزارة الشؤون البلدية والقروية,نقل الأنقاض والهدميات مجهولة الـمصدر في نطاق بلدية الشمال الجزء (أ)	,2024-02-04,21022000.0
وزارة الشؤون البلدية والقروية,نقل الأنقاض والهدميات مجهولة الـمصدر في نطاق بلدية الشمال الجزء (أ)	,2024-02-04,21022000.0
البيئة والمياه والزراعة,إنشاء مدن للورود والنباتات العطرية بمنطقة جازان  أبو عريش (المنتزه الوطني ) م1,2023-12-28,12354579.94
وزارة الصحة,مشروع إنشاء مكاتب حقوق وتجربة المريض ,2023-12-12,637100.0
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة الثقافة,مسرعة الأعمال,2023-12-19,4899636.18
وزارة السياحة,تشغيل وصيانة ونظافة مركز الخدمات الشامل بمركز الملك عبد الله المالي (كافد),2023-11-13,3364811.68000001
وزارة السياحة,تشغيل وصيانة ونظافة مركز الخدمات الشامل بمركز الملك عبد الله المالي (كافد),2023-11-13,3364811.68000001
وزارة المالية,تنفيذ شبكة برنامج الخدمات المشتركة ,2023-10-18,1999346.3
وزارة الشؤون البلدية والقروية,بشأن مشروع صيانة الحفر الوعائية والتشققات بشوارع مدينة ابها والبلديات الفرعية التابعة لها م١,2023-11-02,4899862.5
وزارة الشؤون البلدية والقروية,تسوير مقابر بمحافظة ميسان والقرى التابعة لها ,2023-12-11,494400.0
وزارة الشؤون البلدية والقروية,تسوير مقابر بمحافظة ميسان والقرى التابعة لها ,2023-12-11,494400.0
وزارة الشؤون البلدية والقروية,صيانة وانشاء المطبات الاسفلتية النموذجية,2023-11-02,3093500.0
المؤسسة العامة للموانئ,تصميم وتنفيذ جناح الهيئة العامة للموانئ في معرض صنع في السعودية ,2023-10-11,113045.0
المؤسسة العامة للموانئ,تصميم وتنفيذ جناح الهيئة العامة للموانئ في معرض صنع في السعودية ,2023-10-11,113045.0
وزارة البيئة والمياه والزراعة,توريد وتطوير مكائن اللحام (كهربائي – حراري) لمواسير وقطع البولي ايثلين ,2023-10-22,271207.63
وزارة البيئة والمياه والزراعة,توريد وتطوير مكائن اللحام (كهربائي – حراري) لمواسير وقطع البولي ايثلين ,2023-10-22,271207.63
البيئة والمياه والزراعة,مشروع تطوير منطقة المعارض المصاحبة لفعاليات الخيل بمركز الملك عبدالعزيز للخيل العربية الاصيلة.,2023-10-01,3499999.7
وزارة الشؤون البلدية والقروية,صيانة شوارع الاحياء الجديدة -أحياء وسط أبها - م١,2023-11-08,4778583.5
وزارة الشؤون البلدية والقروية,صيانة شوارع الاحياء الجديدة - أحياء غرب أبها - م١,2023-11-08,4383754.0
وزارة البيئة والمياه والزراعة,حفر عدد (2) آبار أنبوبية بفرع المؤسسة العامة للري في محافظة الأفلاج بعمق 450 م ,2023-10-18,1943730.0
وزارة البيئة والمياه والزراعة,حفر عدد (2) آبار أنبوبية بفرع المؤسسة العامة للري في محافظة الأفلاج بعمق 450 م ,2023-10-18,1943730.0
وزارة البيئة والمياه والزراعة,حفر عدد (2) آبار أنبوبية بفرع المؤسسة العامة للري في محافظة الأفلاج بعمق 450 م ,2023-10-18,1943730.0
وزارة السياحة,تطوير أنظمة البنية التحتية,2023-12-11,3499125.7
وزارة السياحة,تطوير أنظمة البنية التحتية,2023-12-11,3499125.7
وزارة السياحة,تطوير أنظمة البنية التحتية,2023-12-11,3499125.7
وزارة الشؤون البلدية والقروية,صيانة شوارع الاحياء الجديدة - احياء شرق أبها -م١,2023-11-02,4101521.0
هيئة المحتوى المحلي والمشتريات الحكومية,توريد وتركيب أثاث مكتبي لمقر الهيئة للأدوار 6 و 7,2023-11-26,1147594.2
هيئة المحتوى المحلي والمشتريات الحكومية,توريد وتركيب أثاث مكتبي لمقر الهيئة للأدوار 6 و 7,2023-11-26,1147594.2
هيئة المحتوى المحلي والمشتريات الحكومية,توريد وتركيب أثاث مكتبي لمقر الهيئة للأدوار 6 و 7,2023-11-26,1147594.2
وزارة التعليم,برامج تدريبية لإدارة التدريب والابتعاث لإدارة التعليم بمنطقة عسير,2023-10-26,168355.0
وزارة التعليم,تقديم خدمات الدراسات والتصاميم للحركة المرورية بالمدينة الجامعية بالعابدية بجامعة ام القرى ,2023-11-20,499999.300000002
وزارة التعليم,تقديم خدمات الدراسات والتصاميم للحركة المرورية بالمدينة الجامعية بالعابدية بجامعة ام القرى ,2023-11-20,499999.300000002
وزارة التعليم,تقديم خدمات الدراسات والتصاميم للحركة المرورية بالمدينة الجامعية بالعابدية بجامعة ام القرى ,2023-11-20,499999.300000002
وزارة التعليم,تقديم خدمات الدراسات والتصاميم للحركة المرورية بالمدينة الجامعية بالعابدية بجامعة ام القرى ,2023-11-20,499999.300000002
وزارة الصحة,كسح مياه الصرف الصحي لمستشفى ( صبيا العام - بني مالك العام - العيدابي العام - فيفا العام ) ,2023-11-13,1498680.0
وزارة الصحة,كسح مياه الصرف الصحي لمستشفى ( صبيا العام - بني مالك العام - العيدابي العام - فيفا العام ) ,2023-11-13,1498680.0
وزارة التعليم,تأمين وتوريد وتركيب مقاعد وطاولات طلاب وتجهيز مدارس منطقة الباحة (بنين-بنات) ورياض الأطفال والمعاهد العلمية,2023-10-30,337239.8
وزارة التعليم,تأمين وتوريد وتركيب مقاعد وطاولات طلاب وتجهيز مدارس منطقة الباحة (بنين-بنات) ورياض الأطفال والمعاهد العلمية,2023-10-30,337239.8
وزارة التعليم,تأمين وتوريد وتركيب مقاعد وطاولات طلاب وتجهيز مدارس منطقة الباحة (بنين-بنات) ورياض الأطفال والمعاهد العلمية,2023-10-30,337239.8
وزارة التعليم,بشأن مشروع نظام المراسلات والوثائق بجامعة جدة,2023-11-09,1632000.0
المركز الوطني لنظم الموارد الحكومية,دراسة وتقييم استعادة ونقل بيانات,2023-11-12,927459.21
المركز الوطني لنظم الموارد الحكومية,دراسة وتقييم استعادة ونقل بيانات,2023-11-12,927459.21
وزارة الشؤون البلدية والقروية,توريد رخص برامج التشغيل اللازمة لمركز المساحة ونظم المعلومات الجيومكانية بوكالة التعمير – 17252,2023-11-27,712586.0
وزارة الشؤون البلدية والقروية,توريد مواد أنارة كهربائية,2023-10-10,133400.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد وتركيب أجهزة الإنقاذ الآلي لمصاعد شندلر بمبنى الطوارئ بمستشفى الملك فيصل التخصصي ومركز الأبحاث,2023-12-28,729997.0
وزارة الشؤون البلدية والقروية,توريد بلاط ومواد اسمنتية مسبقة الصنع,2023-10-10,128800.0
هيئة تقويم التعليم,تقديم خدمة أداء الاختبارات الرقمية للرجال بمحافظة جدة ,2023-10-29,19836993.68
وزارة الشؤون البلدية والقروية,تأمين وتوريد كراسي ذكية لبلدية محافظة الوجه ,2023-10-31,93725.0
وزارة الشؤون البلدية والقروية,صيانة الممشى الجديد بحي النهضة بمحافظة طريب,2023-10-10,3895682.5
وزارة الشؤون البلدية والقروية,صيانة حديقة مخطط المضة بمركز المضة,2023-10-10,3895682.5
وزارة الشؤون البلدية والقروية,صيانة حديقة مخطط رقم 2 بطريب,2023-10-10,3895682.5
وزارة الشؤون البلدية والقروية,صيانة شارع الأربعين شمال مخطط الحدباء,2023-10-10,4899115.0
وزارة الشؤون البلدية والقروية,صيانة مزلقانات بمحافظة طريب والمراكز التابعة لها,2023-10-10,2671105.0
البيئة والمياه والزراعة,توريد شاشة اتصال المرئي,2023-10-24,124287.52
وزارة الشؤون البلدية والقروية,تأمين آلات تصوير لأمانة العاصمة المقدسة بنظام الإيجار المرحلة الأولى  ,2023-11-14,2079660.0
وزارة التعليم,    نقل طالبات جامعة الملك خالد بالمركز الرئيسي أبها وخميس مشيط     ,2024-02-07,69991875.0
وزارة التعليم,    نقل طالبات جامعة الملك خالد بالمركز الرئيسي أبها وخميس مشيط     ,2024-02-07,69991875.0
وزارة التعليم,    نقل طالبات جامعة الملك خالد بالمركز الرئيسي أبها وخميس مشيط     ,2024-02-07,69991875.0
وزارة التعليم,تأمين ضيافة لمنسوبي وزارة التعليم.,2023-12-25,12578464.25
وزارة التعليم,تأمين ضيافة لمنسوبي وزارة التعليم.,2023-12-25,12578464.25
وزارة التعليم,تأمين ضيافة لمنسوبي وزارة التعليم.,2023-12-25,12578464.25
وزارة التعليم,تأمين ضيافة لمنسوبي وزارة التعليم.,2023-12-25,12578464.25
وزارة التعليم,تأمين ضيافة لمنسوبي وزارة التعليم.,2023-12-25,12578464.25
وزارة التجارة ,الحماية والمراقبة السيبرانية,2023-11-20,3798814.0
وزارة التجارة ,الحماية والمراقبة السيبرانية,2023-11-20,3798814.0
وزارة التجارة ,الحماية والمراقبة السيبرانية,2023-11-20,3798814.0
وزارة التجارة ,الحماية والمراقبة السيبرانية,2023-11-20,3798814.0
وزارة التجارة ,الحماية والمراقبة السيبرانية,2023-11-20,3798814.0
وزارة التعليم,تشغيل وتامين الحراسات الامنية بجامعة الملك خالد بالمدينة الجامعية بالفرعاء,2023-12-25,90320993.1000003
البيئة والمياه والزراعة,توريد قطع ميكانيكيه لمنظومة الجبيل 60012066,2024-01-04,173958.68
البيئة والمياه والزراعة,توريد عوازل ميكانيكيه لمنظومة راس الخير 60012094,2024-01-25,49632.8
البيئة والمياه والزراعة,توريد كراسي ميكانيكيه لمنظومة راس الخير 60012097,2024-01-01,582820.0
وزارة النقل,الأعمال المتبقية لمشروع استكمالات بعض الطرق بمنطقة عسير (المجموعة السابعة),2023-11-20,8927899.65
وزارة النقل,الأعمال المتبقية لمشروع استكمالات بعض الطرق بمنطقة عسير (المجموعة السابعة),2023-11-20,8927899.65
وزارة التجارة ,خدمة الاتصال المرئي للمركز السعودي للأعمال (الزيارة الافتراضية),2023-10-24,759241.5
وزارة الصحة,تأمين نقالة طبية - surgilift bed,2024-01-14,490000.0
وزارة الصحة,تأمين نقالة طبية - surgilift bed,2024-01-14,490000.0
وكالة الفضاء السعودية,اشتراك في خدمات الرسائل القصيرة ورسائل البريد الالكتروني الضخمة ,2023-11-09,727955.52
وكالة الفضاء السعودية,اشتراك في خدمات الرسائل القصيرة ورسائل البريد الالكتروني الضخمة ,2023-11-09,727955.52
وكالة الفضاء السعودية,تحديث وتطوير أنظمة الجدار الناري ,2023-11-09,2997982.15
وكالة الفضاء السعودية,تحديث وتطوير أنظمة الجدار الناري ,2023-11-09,2997982.15
وكالة الفضاء السعودية,تحديث وتطوير أنظمة الجدار الناري ,2023-11-09,2997982.15
وكالة الفضاء السعودية,تحديث وتطوير أنظمة الجدار الناري ,2023-11-09,2997982.15
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وكالة الفضاء السعودية,توريد وتحديث العتاد التقني ,2023-11-09,4134537.5
وزارة الصحة,منافسة دورة تخصصية بالبحوث الطبية الحيوية,2023-10-29,173880.0
وزارة الصحة,منافسة دورة تخصصية بالبحوث الطبية الحيوية,2023-10-29,173880.0
وزارة الشؤون البلدية والقروية,إنشاء وتمديد عبارة صندوقية بمخطط حليل,2023-10-05,2153030.0
وزارة الشؤون البلدية والقروية,توريد بذور واشجار الى بلدية الشبحة,2023-10-12,61985.0
وزارة الشؤون البلدية والقروية,توريد بذور واشجار الى بلدية الشبحة,2023-10-12,61985.0
وزارة الموارد البشرية والتنمية الاجتماعية,الاجتماع الإقليمي حول صحة المرأة في المنطقة العربية,2023-10-07,489440.0
وزارة الشؤون البلدية والقروية,الصيانة الوقائية للجسور المسلمة من وزارة النقل والخدمات اللوجستية ,2023-11-28,1135786.0
وزارة الشؤون البلدية والقروية,صيانة وتطوير وتأهيل المواقع الإستثمارية في حديقة الخبت,2023-11-09,9828629.0
وزارة الشؤون البلدية والقروية,صيانة وتطوير وتأهيل الموقع العام ومواقف السيارات لحديقة الخبت ,2023-12-20,9172860.0
وزارة الشؤون البلدية والقروية,تأمين لوحات إعلانية ومطبوعات وتجهيزات لمناسبات الأمانة والحملات التوعوية والمناسبات الوطنية ,2023-12-24,920000.0
وزارة الشؤون البلدية والقروية,التوثيق والتسويق الإعلامي لمشاريع وأعمال أمانة القصيم ,2023-12-24,739938.75
وزارة الشؤون البلدية والقروية,تأمين ايجار سيارات ببلدية محافظة تيماء,2023-11-08,753710.0
وزارة الموارد البشرية والتنمية الاجتماعية,عملية تنفيذ أعمال فصل أنظمة الأمن والسلامة لمبنى دار الملاحظة الاجتماعية ومؤسسة رعاية الفتيات بخميس مشيط,2023-11-05,1379701.0
وزارة الموارد البشرية والتنمية الاجتماعية,عملية تنفيذ أعمال فصل أنظمة الأمن والسلامة لمبنى دار الملاحظة الاجتماعية ومؤسسة رعاية الفتيات بخميس مشيط,2023-11-05,1379701.0
وزارة الموارد البشرية والتنمية الاجتماعية,عملية تنفيذ أعمال فصل أنظمة الأمن والسلامة لمبنى دار الملاحظة الاجتماعية ومؤسسة رعاية الفتيات بخميس مشيط,2023-11-05,1379701.0
البيئة والمياه والزراعة,إنشاء وتجهيز مجمع المزارع النموذجية للإنتاج الحيواني بالمدينة المنورة,2023-12-05,10495861.28
البيئة والمياه والزراعة,إنشاء وتجهيز مجمع المزارع النموذجية للإنتاج الحيواني بالمدينة المنورة,2023-12-05,10495861.28
الهيئة الملكية للجبيل وينبع,توريد أثاث مكتبي لمبنى المركز الرئيس للهيئة الملكية للجبيل وينبع بالرياض,2023-11-22,675040.8
الهيئة الملكية للجبيل وينبع,توريد أثاث مكتبي لمبنى المركز الرئيس للهيئة الملكية للجبيل وينبع بالرياض,2023-11-22,675040.8
وزارة الشؤون البلدية والقروية,إعادة تأهيل وتطوير الشوارع والمحاور الرئيسية ببلدية الشعبة,2023-10-25,470350.0
وزارة الصحة,مشروع  استشارة لتصميم تقرير الاستدامة لمستشفى الملك خالد التخصصي للعيون لعام   2022 - 2023,2024-01-14,969450.0
وزارة الصحة,مشروع  استشارة لتصميم تقرير الاستدامة لمستشفى الملك خالد التخصصي للعيون لعام   2022 - 2023,2024-01-14,969450.0
وزارة الصحة,منافسة تأمين مكائن تصوير ملونه للمطبعة بتجمع المدينة المنورة الصحي,2023-10-18,195500.0
وزارة الصحة,منافسة تأمين احتياج ادارة الإسكان بتجمع المدينة المنورة الصحي من الأثاث والأجهزة الكهربائية لعام 2023,2023-10-27,1187950.0
وزارة الصحة,منافسة تأمين احتياج ادارة الإسكان بتجمع المدينة المنورة الصحي من الأثاث والأجهزة الكهربائية لعام 2023,2023-10-27,1187950.0
الهيئة العامة للترفيه,تصميم الفيديوهات التوعوية بأنظمة ولوائح الهيئة العامة للترفيه,2023-10-25,1336849.12
الهيئة العامة للترفيه,تصميم الفيديوهات التوعوية بأنظمة ولوائح الهيئة العامة للترفيه,2023-10-25,1336849.12
الهيئة العامة للترفيه,تصميم الفيديوهات التوعوية بأنظمة ولوائح الهيئة العامة للترفيه,2023-10-25,1336849.12
الهيئة العامة للترفيه,تصميم الفيديوهات التوعوية بأنظمة ولوائح الهيئة العامة للترفيه,2023-10-25,1336849.12
الهيئة العامة للترفيه,تصميم الفيديوهات التوعوية بأنظمة ولوائح الهيئة العامة للترفيه,2023-10-25,1336849.12
وزارة الشؤون البلدية والقروية,صيانة وتأهيل الطرق الرئيسية والشوارع الفرعية فى أحياء قباء وبطحان بالمدينة المنورة,2023-11-30,17984850.0
وزارة الشؤون البلدية والقروية,صيانة وتأهيل الطرق الرئيسية والشوارع الفرعية فى أحياء قباء وبطحان بالمدينة المنورة,2023-11-30,17984850.0
الهيئة العامة للغذاء والدواء,تصميم وتنفيذ وتشغيل البيئة البحثية الحاسوبية (الافتراضية) الآمنة بجميع ملحقاتها الفنية والتقنية,2023-11-12,531447.2
الهيئة العامة للغذاء والدواء,تصميم وتنفيذ وتشغيل البيئة البحثية الحاسوبية (الافتراضية) الآمنة بجميع ملحقاتها الفنية والتقنية,2023-11-12,531447.2
وزارة الشؤون البلدية والقروية,صيانة الطرق بمدينة صامطة,2023-12-17,4122656.29
وزارة الشؤون البلدية والقروية,صيانة الحدائق والأشجار والميادين بمحافظة صامطة,2023-10-23,3469895.0
البيئة والمياه والزراعة,تشغيل وصيانة محطة تنقية النعيرية بمحافظة النعيرية,2024-01-04,10045825.0
البيئة والمياه والزراعة,تشغيل وصيانة محطة تنقية النعيرية بمحافظة النعيرية,2024-01-04,10045825.0
البيئة والمياه والزراعة,"تشغيل وصيانة محطة تنقية حفر الباطن (1,2) بمحافظة حفر الباطن",2024-01-04,12531317.58
البيئة والمياه والزراعة,"تشغيل وصيانة محطة تنقية حفر الباطن (1,2) بمحافظة حفر الباطن",2024-01-04,12531317.58
البيئة والمياه والزراعة,تشغيل وصيانة محطة آبار الماشي  وجميع ملحقاتها ,2024-01-04,6900000.0
البيئة والمياه والزراعة,تشغيل وصيانة محطة آبار الماشي  وجميع ملحقاتها ,2024-01-04,6900000.0
وزارة الشؤون البلدية والقروية,صيانة ساحة الرؤية بمنتزه خرطم,2023-10-09,1621500.0
وزارة الشؤون البلدية والقروية,مشروع أعمال التشغيل والصيانة لمباني دورات المياه العامة لأمانة حائل المرحلة الأولى,2023-11-06,1846900.0
وزارة الشؤون البلدية والقروية,مشروع أعمال التشغيل والصيانة لمباني دورات المياه العامة لأمانة حائل المرحلة الأولى,2023-11-06,1846900.0
وزارة الشؤون البلدية والقروية,توريد رخص وبرامج حاسب آلي لبلدية محافظة بيشة ,2023-11-08,2990000.0
وزارة الشؤون البلدية والقروية,أعمال استبدال أعمدة الإنارة في حي الوسيطاء في مدينة حائل لمعالجة التشوه البصري ولتجميل وتحسين المشهد الحضاري,2023-12-09,3747850.0
وزارة الشؤون البلدية والقروية,أعمال استبدال أعمدة الإنارة في حي الوسيطاء في مدينة حائل لمعالجة التشوه البصري ولتجميل وتحسين المشهد الحضاري,2023-12-09,3747850.0
بنك التنمية الاجتماعية,الدعم الفني لنظام المحتوى الوثائقي,2023-12-25,1071000.75
هيئة الهلال الأحمر السعودي,استئجار سيارات لفريق الرصد والتوثيق الوطني,2023-11-13,1213829.44
وزارة الرياضة,مشروع نظام العلامة المائية – وزارة الرياضة,,0.0
وزارة التعليم,فك واجهات جرانيت لكليتي العلوم والمجتمع  بمحافظة عنيزة,2023-11-30,3059000.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد قطع غيار ضواغط المبردات في المحطة المركزية بمستشفى الملك فيصل التخصصي ومركز الأبحاث - الرياض,2023-12-18,429973.5
وزارة العمل والتنمية الاجتماعية,أعمال ترميمات الكلية التقنية للبنين بالعارضة,2024-01-07,758050.0
الهيئة العامة للغذاء والدواء,  تأمين ‏وتوريد ‏وتركيب ‏وتشغيل ‏الأجهزة ‏الرئيسية ‏لقسم ‏الكيمياء ‏مختبر ‏جدة ,2023-11-12,1046608.81
وزارة الشؤون البلدية والقروية,اعداد مقترح تشريع للمباني غير المكتملة البناء أو المهجورة,2023-11-21,999925.0
وزارة الشؤون البلدية والقروية,اعداد مقترح تشريع للمباني غير المكتملة البناء أو المهجورة,2023-11-21,999925.0
وزارة الشؤون البلدية والقروية,اعداد مقترح تشريع للمباني غير المكتملة البناء أو المهجورة,2023-11-21,999925.0
وزارة الشؤون البلدية والقروية,اعداد مقترح تشريع للمباني غير المكتملة البناء أو المهجورة,2023-11-21,999925.0
البيئة والمياه والزراعة,إنشاء وتجهيز مركز الخدمات التسويقية للمنتجات الزراعية بالمنطقة الشرقية,2023-11-12,22729978.27
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية الطب بمقرها الجديد بالفرعاء – جامعة الملك خالد    ( المرحلة الأولى ) ,2023-11-15,949210.0
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية الطب بمقرها الجديد بالفرعاء – جامعة الملك خالد    ( المرحلة الأولى ) ,2023-11-15,949210.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
بنك التنمية الاجتماعية,صيانة وتشغيل منصة MS Dynamics 365 لرفع كفاءة الخدمات البنكية,2023-12-25,23977668.0
وزارة التعليم,أعمال توريد وتركيب وحدات تكييف بمقرات جامعة جدة,2024-01-16,996590.0
وزارة التعليم,أعمال توريد وتركيب وحدات تكييف بمقرات جامعة جدة,2024-01-16,996590.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,تطوير و ترميم الدور الخامس من المبنى الاداري بمركز المعلومات الوطني DRFFB,2023-11-22,3056125.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,تطوير و ترميم الدور الخامس من المبنى الاداري بمركز المعلومات الوطني DRFFB,2023-11-22,3056125.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,تطوير و ترميم الدور الخامس من المبنى الاداري بمركز المعلومات الوطني DRFFB,2023-11-22,3056125.0
الهيئة السعودية للبيانات والذكاء الاصطناعي,تطوير و ترميم الدور الخامس من المبنى الاداري بمركز المعلومات الوطني DRFFB,2023-11-22,3056125.0
الهيئة العامة للعقار,التقرير السنوي 2023م,2023-12-14,180435.0
الهيئة العامة للعقار,التقرير السنوي 2023م,2023-12-14,180435.0
الهيئة العامة للعقار,التقرير السنوي 2023م,2023-12-14,180435.0
وزارة الشؤون البلدية والقروية,تأمين وتوريد مضخات وقطع غيار,2023-11-02,351210.0
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية الصيدلة بمقرها الجديد بالفرعاء – جامعة الملك خالد   (المرحلة الأولى) ,2023-11-20,2185000.0
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية الصيدلة بمقرها الجديد بالفرعاء – جامعة الملك خالد   (المرحلة الأولى) ,2023-11-20,2185000.0
البيئة والمياه والزراعة,المراقبة والتقصي للأمراض الحيوانية الوبائية,2024-01-27,23159988.0
البيئة والمياه والزراعة,المراقبة والتقصي للأمراض الحيوانية الوبائية,2024-01-27,23159988.0
البيئة والمياه والزراعة,المراقبة والتقصي للأمراض الحيوانية الوبائية,2024-01-27,23159988.0
البيئة والمياه والزراعة,المراقبة والتقصي للأمراض الحيوانية الوبائية,2024-01-27,23159988.0
البيئة والمياه والزراعة,المراقبة والتقصي للأمراض الحيوانية الوبائية,2024-01-27,23159988.0
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية العلوم بمقرها الجديد بالفرعاء – جامعة الملك خالد   (المرحلة الأولى) ,2023-12-19,2981720.0
وزارة التعليم,تهيئة وتعديل البنية التحتية لبعض أجهزة وتجهيزات كلية العلوم بمقرها الجديد بالفرعاء – جامعة الملك خالد   (المرحلة الأولى) ,2023-12-19,2981720.0
وزارة الإعلام,توريد وتركيب قطع غيار لمشروع محطات الارسال الاذاعي الخاصة ,2023-10-18,1493367.0
وزارة المالية,توريد حلول انظمة البنية التحتية  لبرنامج الخدمات المشتركة,2023-10-25,2497172.26
وزارة الرياضة,أعمال إنشاء مضمار السباق للفورميلا إي الموسم العاشر,2023-11-20,10030001.0
وزارة الرياضة,أعمال إنشاء مضمار السباق للفورميلا إي الموسم العاشر,2023-11-20,10030001.0
وزارة الرياضة,أعمال إنشاء مضمار السباق للفورميلا إي الموسم العاشر,2023-11-20,10030001.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد وتركيب نظام أرشفة وتخزين السجلات الطبية والوثائق بمركز الملك فهد الوطني لأورام الأطفال   بمستشفى الملك فيصل التخصصي ومركز الأبحاث - الرياض,2023-12-24,977298.75
مستشفى الملك فيصل التخصصي ومركز الأبحاث,توريد وتركيب نظام أرشفة وتخزين السجلات الطبية والوثائق بمركز الملك فهد الوطني لأورام الأطفال   بمستشفى الملك فيصل التخصصي ومركز الأبحاث - الرياض,2023-12-24,977298.75
الهيئة العامة للغذاء والدواء,توريد وتركيب وتشغيل الأجهزة الرئيسية لقسم منتجات التجميل-المختبر المرجعي للدواء ومنتجات التجميل لعام 2023,2024-02-05,1094570.0
الهيئة العامة للغذاء والدواء,توريد وتركيب وتشغيل الأجهزة الرئيسية لقسم منتجات التجميل-المختبر المرجعي للدواء ومنتجات التجميل لعام 2023,2024-02-05,1094570.0
الهيئة العامة للغذاء والدواء,توريد وتركيب وتشغيل الأجهزة الرئيسية لمختبر الدواء _قسم التجميل لعام 2023,2024-02-05,227700.0
الهيئة العامة للغذاء والدواء,توريد وتركيب وتشغيل الأجهزة الرئيسية لمختبر الدواء _قسم التجميل لعام 2023,2024-02-05,227700.0
وزارة الشؤون البلدية والقروية,صيانة المباني والمرافق والمنشأت,2023-12-14,24010988.88
وزارة الشؤون البلدية والقروية,صيانة المباني والمرافق والمنشأت,2023-12-14,24010988.88
الهيئة الملكية للجبيل وينبع,تجديد تراخيص وأنظمة وتطبيقات مايكروسوفت الموحدة للجبيل وينبع,2024-01-24,23999660.56
البيئة والمياه والزراعة,توريد قطع غيار ميكانيكية لمنظومة انتاج راس الخير 60011311,2024-01-04,190589.5
البيئة والمياه والزراعة,تجهيز موقع البيوت المتنقلة بمحطة البذور والتقاوي بمنطقة المدينة المنورة,2023-11-22,209990.0
البيئة والمياه والزراعة,تجهيز موقع البيوت المتنقلة بمحطة البذور والتقاوي بمنطقة المدينة المنورة,2023-11-22,209990.0
البيئة والمياه والزراعة, توريد وتركيب مماثل عمليات التحلية بتقنيات التناضح العكسي ومحتوى ثلاثي الأبعاد,2024-02-06,2322799.89
وزارة البيئة والمياه والزراعة,توريد زيوت المعدات لفروع الهيئة,2024-01-11,1899812.65
وزارة البيئة والمياه والزراعة,توريد زيوت المعدات لفروع الهيئة,2024-01-11,1899812.65
وزارة الشؤون البلدية والقروية,صيانة الشوارع التابعة لبلدية المضايا,2023-10-30,2397750.0
وزارة الصحة,تطوير وتوسعة منطقة العزل والحالات الحرجة بمستشفى بريدة المركزي,2023-11-28,1687280.0
البيئة والمياه والزراعة,انشاء معمل جودة المياه ,2024-01-08,1723896.0
وزارة الشؤون البلدية والقروية,تاهيل السلامة المرورية للطرق والارصفة بمحافظة صامطة,2023-10-23,1785030.0
