الجهة الرئيسية,اسم المنافسة,تاريخ الترسية,قيمة الترسية
وزارة التعليم,صيانة واصلاح وتشغيل المباني التعليمية بمحافظة طريف ( بنين وبنات ),2024-01-29,2572020.0
الهيئة الملكية لمدينة الرياض,تنفيذ وإنجاز أعمال مراقبة أمنية مدنية خاصة بمركز الملك عبدالعزيز التاريخي في مدينة الرياض,2023-12-10,13860740.7
هيئة الهلال الأحمر السعودي,إنشاء المقرات البديلة (الطوارئ) في (الحدود الشمالية والجوف وتبوك),2023-09-26,42778970.75
هيئة الهلال الأحمر السعودي,إنشاء المقرات البديلة (الطوارئ) في (الحدود الشمالية والجوف وتبوك),2023-09-26,42778970.75
هيئة الهلال الأحمر السعودي,إنشاء المقرات البديلة (الطوارئ) في (الباحة و جازان و نجران),2023-11-13,41743229.0
وزارة الشؤون البلدية والقروية,تشغيل وصيانة معدات وآليات الطوارئ (فاكيوم) لإزالة آثار المياه بمدينة جدة- 17246,2023-12-03,99633033.0
المؤسسة العامة للموانئ,تشغيل وصيانة أنظمة مراقبة حركة السفن في الموانئ,2024-02-25,76807267.1999999
المؤسسة العامة للموانئ,تشغيل وصيانة أنظمة مراقبة حركة السفن في الموانئ,2024-02-25,76807267.1999999
المؤسسة العامة للموانئ,تشغيل وصيانة أنظمة مراقبة حركة السفن في الموانئ,2024-02-25,76807267.1999999
وزارة التعليم,نظام إدارة حزم التحديثات والإصلاحات  2023 م ,2023-10-23,2197986.95
وزارة التعليم,نظام إدارة حزم التحديثات والإصلاحات  2023 م ,2023-10-23,2197986.95
المركز الوطني لنظم الموارد الحكومية,مشروع الخدمات المدارة للتحصيل والبيانات ,2023-11-08,173804137.95
المركز الوطني لنظم الموارد الحكومية,مشروع الخدمات المدارة للتحصيل والبيانات ,2023-11-08,173804137.95
وزارة الشؤون البلدية والقروية, مشروع  تخفيض منسوب المياه السطحية وتصريف مياه الأمطار حي الفرسان ومخطط الأمانة وحي الشروق,2024-01-15,186518429.199983
وزارة الصحة,منافسة مشروع تطوير خزان الاكسجين السائل لمستشفى الولادة والاطفال بنجران,2023-09-11,451950.0
وزارة الصحة,منافسة مشروع تطوير خزان الاكسجين السائل لمستشفى الولادة والاطفال بنجران,2023-09-11,451950.0
وزارة التعليم,مشروع توريد وتركيب كاميرات مراقبة و بوابات أمنية بجامعة الحدود الشمالية,2023-12-03,4639884.30000001
وزارة التعليم,مشروع توريد وتركيب كاميرات مراقبة و بوابات أمنية بجامعة الحدود الشمالية,2023-12-03,4639884.30000001
وزارة الشؤون البلدية والقروية,الخدمات المدارة للعمليات التشغيلية لمراكز الاتصال,2023-12-12,129172844.5
وزارة الشؤون البلدية والقروية,الخدمات المدارة للعمليات التشغيلية لمراكز الاتصال,2023-12-12,129172844.5
وزارة الشؤون البلدية والقروية,الخدمات المدارة للعمليات التشغيلية لمراكز الاتصال,2023-12-12,129172844.5
وزارة الشؤون البلدية والقروية,الخدمات المدارة للعمليات التشغيلية لمراكز الاتصال,2023-12-12,129172844.5
وزارة التعليم,تطوير منظومة حماية تطبيقات الويب,2023-11-02,1649700.3
وزارة التعليم,تطوير منظومة حماية تطبيقات الويب,2023-11-02,1649700.3
وزارة الصحة,منافسة مشروع تطوير عدد من المرافق الصحية بمستشفى الولادة والاطفال والمختبر الاقليمي وادارة الشئون الهندسية بمنطقة نجران,2024-02-07,8375783.5
وزارة الصحة,منافسة مشروع تطوير عدد من المرافق الصحية بمستشفى الولادة والاطفال والمختبر الاقليمي وادارة الشئون الهندسية بمنطقة نجران,2024-02-07,8375783.5
الهيئة السعودية للبيانات والذكاء الاصطناعي,تأمين الأجهزة للمنافذ والمواقع,2023-11-22,38640833.14
الهيئة السعودية للبيانات والذكاء الاصطناعي,تأمين الأجهزة للمنافذ والمواقع,2023-11-22,38640833.14
الهيئة السعودية للبيانات والذكاء الاصطناعي,تأمين الأجهزة للمنافذ والمواقع,2023-11-22,38640833.14
الهيئة السعودية للبيانات والذكاء الاصطناعي,تأمين الأجهزة للمنافذ والمواقع,2023-11-22,38640833.14
وزارة السياحة,الخدمات المدارة لمراكز البيانات,2023-09-19,23568312.01
وزارة السياحة,الخدمات المدارة لمراكز البيانات,2023-09-19,23568312.01
وزارة الشؤون البلدية والقروية,مشروع إستكمال تنفيذ إنارة شوارع بمدينة الرياض حي المونسية - بلدية الروضة (الجزء الأول),2023-11-07,4774823.69
وزارة الشؤون البلدية والقروية,مشروع إستكمال تنفيذ إنارة شوارع بمدينة الرياض حي المونسية - بلدية الروضة (الجزء الأول),2023-11-07,4774823.69
وزارة الشؤون البلدية والقروية,مشروع إستكمال تنفيذ إنارة شوارع بمدينة الرياض حي المونسية - بلدية الروضة (الجزء الأول),2023-11-07,4774823.69
وزارة الشؤون البلدية والقروية,مشروع إستكمال تنفيذ إنارة شوارع بمدينة الرياض حي المونسية - بلدية الروضة (الجزء الأول),2023-11-07,4774823.69
وزارة الشؤون البلدية والقروية,مشروع إستكمال تنفيذ إنارة شوارع بمدينة الرياض حي المونسية - بلدية الروضة (الجزء الأول),2023-11-07,4774823.69
وزارة الصحة,تقديم خدمات التغذية المطهية للمستشفيات التالية (عيون الجواء، مركز إرادة والصحة النفسية، الشفاء للنقاهة بمحافظة عنيزة، البدائع العام),2024-02-07,70990218.75
وزارة الصحة,تقديم خدمات التغذية المطهية للمستشفيات التالية (عيون الجواء، مركز إرادة والصحة النفسية، الشفاء للنقاهة بمحافظة عنيزة، البدائع العام),2024-02-07,70990218.75
وزارة الصحة,تقديم خدمات التغذية المطهية للمستشفيات التالية (عيون الجواء، مركز إرادة والصحة النفسية، الشفاء للنقاهة بمحافظة عنيزة، البدائع العام),2024-02-07,70990218.75
وزارة الشؤون البلدية والقروية,مشروع تشغيل وصيانة الطرق الرئيسية بنطاق محافظة النعيرية,2024-01-10,31999164.0
وزارة الشؤون البلدية والقروية,مشروع تشغيل وصيانة الطرق الرئيسية بنطاق محافظة النعيرية,2024-01-10,31999164.0
وزارة العمل والتنمية الاجتماعية,تقديم خدمات الصيانة الدورية لمصاعد مباني الوحدات التدريبية بمدينة الرياض,2023-09-05,464011.2
وزارة العمل والتنمية الاجتماعية,تقديم خدمات الصيانة الدورية لمصاعد مباني الوحدات التدريبية بمدينة الرياض,2023-09-05,464011.2
وزارة الشؤون البلدية والقروية,مشروع تحسين وتطوير المجاورات السكنية بحي الفيصلية بالدمام المرحلة الاولى  ,2024-02-07,55173676.5
الهيئة العامة للغذاء والدواء, خدمات نقل العينات للهيئة العامة للغذاء والدواء بين فروع ومنافذ ومكاتب ومختبرات الهيئة حول المملكة وبينها وبين الجهات ذات العلاقة حول العالم,2023-10-11,4745732.5
الهيئة العامة للغذاء والدواء, خدمات نقل العينات للهيئة العامة للغذاء والدواء بين فروع ومنافذ ومكاتب ومختبرات الهيئة حول المملكة وبينها وبين الجهات ذات العلاقة حول العالم,2023-10-11,4745732.5
الهيئة العامة للغذاء والدواء, خدمات نقل العينات للهيئة العامة للغذاء والدواء بين فروع ومنافذ ومكاتب ومختبرات الهيئة حول المملكة وبينها وبين الجهات ذات العلاقة حول العالم,2023-10-11,4745732.5
وزارة الصحة,توريد وتركيب نظام كاميرات مراقبة وبوابات كهربائية بمستشفى الملك خالد التخصصي للعيون,2023-10-02,2380684.0
وزارة الصحة,توريد وتركيب نظام كاميرات مراقبة وبوابات كهربائية بمستشفى الملك خالد التخصصي للعيون,2023-10-02,2380684.0
وزارة الصحة,توريد وتركيب نظام كاميرات مراقبة وبوابات كهربائية بمستشفى الملك خالد التخصصي للعيون,2023-10-02,2380684.0
